te_estimator,window_size,field_def,cmi_regimes,threshold_mode,sink_mode,thr_bot,thr_top,cooldown,max_posiciones,pnl_pct,portfolio_final,bh_pnl,alpha_bh,n_compras,n_ventas,n_trades,n_ignorados,win_rate,pos_finales,valid
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.7,0,7,-71.78,282.24,7.35,-79.13,5002,5570,10572,13655,53.5,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.7,0,9,-62.92,370.83,7.35,-70.27,5021,5586,10607,13620,53.5,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.7,24,5,-6.61,933.86,7.35,-13.97,1435,1529,2964,116,51.2,4,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.7,48,9,62.61,1626.1,7.35,55.26,751,783,1534,42,51.3,8,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.7,96,5,84.02,1840.25,7.35,76.67,378,397,775,23,53.4,5,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.7,96,7,107.42,2074.17,7.35,100.06,381,397,778,20,52.1,7,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.7,96,9,111.78,2117.82,7.35,104.43,385,397,782,16,51.6,9,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.75,0,5,-91.05,89.51,7.35,-98.4,7709,8282,15991,8136,51.3,3,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.75,0,7,-84.01,159.85,7.35,-91.37,8282,8701,16983,7144,51.0,5,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.75,0,9,-77.5,224.96,7.35,-84.86,8530,8856,17386,6741,50.9,6,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.75,24,5,-6.49,935.07,7.35,-13.85,1318,1393,2711,238,52.5,5,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.75,24,7,-29.81,701.88,7.35,-37.17,1309,1393,2702,247,50.8,4,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.75,24,9,-37.98,620.2,7.35,-45.34,1318,1393,2711,238,50.9,5,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.75,48,5,3.88,1038.76,7.35,-3.48,695,739,1434,97,51.4,4,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.75,48,7,39.7,1396.99,7.35,32.34,705,739,1444,87,51.8,6,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.75,48,9,45.86,1458.63,7.35,38.51,710,739,1449,82,51.3,8,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.75,96,5,62.33,1623.3,7.35,54.98,364,387,751,36,51.4,5,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.75,96,7,107.78,2077.77,7.35,100.42,370,387,757,30,51.2,7,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.75,96,9,128.82,2288.18,7.35,121.46,374,387,761,26,51.9,9,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.8,0,5,-51.5,485.04,7.35,-58.85,2562,2686,5248,18878,49.3,5,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.8,0,7,-33.39,666.13,7.35,-40.74,2582,2686,5268,18858,49.4,7,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.8,0,9,-37.68,623.19,7.35,-45.04,2592,2686,5278,18848,48.3,9,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.8,24,5,-14.14,858.62,7.35,-21.49,974,1029,2003,583,51.2,5,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.8,24,7,-8.01,919.89,7.35,-15.37,978,1029,2007,579,50.9,6,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.8,24,9,6.58,1065.81,7.35,-0.77,988,1029,2017,569,50.8,9,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.8,48,5,-6.47,935.34,7.35,-13.82,599,636,1235,193,49.8,4,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.8,48,7,18.88,1188.81,7.35,11.53,603,636,1239,189,49.4,6,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.8,48,9,33.62,1336.19,7.35,26.26,611,636,1247,181,50.6,8,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.8,96,5,71.32,1713.19,7.35,63.96,331,355,686,69,53.2,4,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.8,96,7,67.48,1674.8,7.35,60.13,338,355,693,62,52.4,6,True
binning,8,analogical,2,adaptive_percentile,score_component,0.65,0.8,96,9,81.49,1814.91,7.35,74.14,340,355,695,60,52.7,8,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.55,0,5,-9.62,903.83,7.35,-16.97,175,175,350,26369,57.7,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.55,0,7,-6.96,930.42,7.35,-14.31,175,175,350,26369,57.7,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.55,0,9,-5.45,945.5,7.35,-12.8,175,175,350,26369,57.7,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.55,24,5,9.39,1093.89,7.35,2.03,1502,1552,3054,46,53.9,4,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.55,24,7,25.67,1256.74,7.35,18.32,1512,1552,3064,36,53.8,6,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.55,24,9,32.87,1328.75,7.35,25.52,1519,1552,3071,29,54.1,7,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.55,48,5,-35.62,643.78,7.35,-42.98,784,784,1568,14,48.2,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.55,48,7,-26.8,732.04,7.35,-34.15,784,784,1568,14,48.2,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.55,48,9,-21.45,785.47,7.35,-28.81,784,784,1568,14,48.2,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.55,96,5,-7.7,923.04,7.35,-15.05,399,398,797,2,50.0,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.55,96,7,-5.33,946.71,7.35,-12.68,399,398,797,2,50.0,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.55,96,9,-4.07,959.31,7.35,-11.42,399,398,797,2,50.0,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.6,0,5,-15.89,841.15,7.35,-23.24,304,304,608,24086,54.3,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.6,0,7,-11.61,883.91,7.35,-18.96,304,304,608,24086,54.3,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.6,0,9,-9.15,908.54,7.35,-16.5,304,304,608,24086,54.3,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.6,24,5,-73.82,261.84,7.35,-81.17,1498,1535,3033,51,51.1,3,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.6,24,7,30.76,1307.61,7.35,23.41,1492,1554,3046,38,52.3,6,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.6,24,9,60.65,1606.49,7.35,53.29,1503,1554,3057,27,52.6,8,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.6,48,5,-30.36,696.42,7.35,-37.71,785,784,1569,10,51.4,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.6,48,7,-22.55,774.46,7.35,-29.91,785,784,1569,10,51.4,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.6,48,9,-17.93,820.73,7.35,-25.28,785,784,1569,10,51.4,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.6,96,5,-8.54,914.58,7.35,-15.9,399,398,797,2,51.5,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.6,96,7,-5.93,940.66,7.35,-13.29,399,398,797,2,51.5,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.6,96,9,-4.54,954.61,7.35,-11.89,399,398,797,2,51.5,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.65,0,5,-16.31,836.87,7.35,-23.67,304,304,608,23463,53.0,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.65,0,7,-11.93,880.7,7.35,-19.28,304,304,608,23463,53.0,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.65,0,9,-9.4,905.98,7.35,-16.76,304,304,608,23463,53.0,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.65,24,5,-16.16,838.38,7.35,-23.52,1485,1544,3029,52,52.9,4,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.65,24,7,43.14,1431.41,7.35,35.79,1491,1553,3044,37,52.6,6,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.65,24,9,74.69,1746.9,7.35,67.34,1502,1553,3055,26,52.7,7,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.65,48,5,-28.64,713.59,7.35,-36.0,785,785,1570,8,51.5,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.65,48,7,-21.2,787.97,7.35,-28.56,785,785,1570,8,51.5,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.65,48,9,-16.82,831.8,7.35,-24.17,785,785,1570,8,51.5,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.65,96,5,-5.1,949.04,7.35,-12.45,399,398,797,2,49.7,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.65,96,7,-3.4,965.99,7.35,-10.76,399,398,797,2,49.7,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.65,96,9,-2.54,974.61,7.35,-9.89,399,398,797,2,49.7,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.7,0,5,-40.73,592.72,7.35,-48.08,1379,1426,2805,17777,55.4,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.7,0,7,-31.13,688.74,7.35,-38.48,1379,1426,2805,17777,55.4,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.7,0,9,-25.15,748.47,7.35,-32.51,1379,1426,2805,17777,55.4,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.7,24,5,-1.94,980.58,7.35,-9.3,1456,1528,2984,64,51.9,4,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.7,24,7,-26.12,738.75,7.35,-33.48,1452,1529,2981,67,50.7,4,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.7,24,9,10.8,1107.96,7.35,3.44,1470,1529,2999,49,50.4,8,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.7,48,5,75.36,1753.57,7.35,68.0,748,782,1530,37,50.8,5,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.7,48,7,108.25,2082.47,7.35,100.89,756,782,1538,29,52.9,7,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.7,48,9,115.88,2158.75,7.35,108.52,758,782,1540,27,51.3,9,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.7,96,5,-3.49,965.1,7.35,-10.84,398,397,795,1,48.9,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.7,96,7,-2.17,978.33,7.35,-9.52,398,397,795,1,48.9,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.7,96,9,-1.54,984.58,7.35,-8.9,398,397,795,1,48.9,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.75,24,7,-26.71,732.9,7.35,-34.06,1326,1393,2719,202,51.0,7,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.75,24,9,-5.01,949.87,7.35,-12.37,1334,1393,2727,194,51.5,8,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.75,48,5,12.35,1123.51,7.35,5.0,697,739,1436,88,51.6,4,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.75,48,7,24.44,1244.4,7.35,17.09,705,739,1444,80,51.8,6,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.75,0,5,-91.1,89.0,7.35,-98.45,7255,7836,15091,5211,51.8,2,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.75,0,7,-84.19,158.07,7.35,-91.55,7873,8324,16197,4105,51.2,2,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.75,0,9,-76.27,237.29,7.35,-83.63,8194,8579,16773,3529,50.8,2,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.75,24,5,-1.41,985.9,7.35,-8.76,1316,1393,2709,212,52.3,5,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.75,48,9,61.69,1616.9,7.35,54.34,711,739,1450,74,50.7,8,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.75,96,5,97.08,1970.78,7.35,89.72,368,387,755,31,51.2,5,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.75,96,7,122.8,2227.99,7.35,115.44,371,387,758,28,51.9,7,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.75,96,9,131.94,2319.4,7.35,124.59,374,387,761,25,52.5,9,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.8,24,7,-27.89,721.11,7.35,-35.24,975,1029,2004,551,49.3,4,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.8,24,9,9.23,1092.27,7.35,1.87,986,1029,2015,540,50.1,9,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.8,48,5,-21.89,781.12,7.35,-29.24,598,636,1234,187,49.8,4,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.8,48,7,-13.23,867.72,7.35,-20.58,603,636,1239,182,50.6,6,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.8,48,9,-11.65,883.48,7.35,-19.01,605,636,1241,180,48.4,6,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.8,96,5,61.33,1613.26,7.35,53.97,330,355,685,69,53.5,4,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.8,96,7,57.57,1575.71,7.35,50.22,337,355,692,62,53.2,6,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.8,96,9,81.19,1811.87,7.35,73.83,340,355,695,59,53.0,8,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.8,0,5,-46.83,531.68,7.35,-54.19,2558,2686,5244,14816,50.2,5,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.8,0,7,-28.99,710.15,7.35,-36.34,2583,2686,5269,14791,49.8,7,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.8,0,9,-37.1,629.01,7.35,-44.45,2592,2686,5278,14782,48.5,9,True
binning,8,analogical,2,adaptive_percentile,score_component,0.7,0.8,24,5,-8.4,916.0,7.35,-15.76,972,1029,2001,554,50.4,5,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.55,0,5,0.0,1000.0,7.35,-7.35,0,0,0,26544,0.0,0,False
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.55,0,7,0.0,1000.0,7.35,-7.35,0,0,0,26544,0.0,0,False
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.55,0,9,0.0,1000.0,7.35,-7.35,0,0,0,26544,0.0,0,False
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.55,24,5,-44.33,556.72,7.35,-51.68,1384,1383,2767,189,51.0,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.55,24,7,-34.04,659.63,7.35,-41.39,1384,1383,2767,189,51.0,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.55,24,9,-27.58,724.23,7.35,-34.93,1384,1383,2767,189,51.0,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.55,48,5,-24.9,750.99,7.35,-32.26,746,746,1492,52,50.0,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.55,48,7,-18.34,816.63,7.35,-25.69,746,746,1492,52,50.0,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.55,48,9,-14.5,854.96,7.35,-21.86,746,746,1492,52,50.0,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.55,96,5,-17.21,827.9,7.35,-24.56,388,387,775,13,51.4,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.55,96,7,-12.41,875.89,7.35,-19.77,388,387,775,13,51.4,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.55,96,9,-9.7,902.99,7.35,-17.06,388,387,775,13,51.4,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.6,48,9,-15.43,845.68,7.35,-22.79,744,743,1487,51,50.1,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.6,96,5,-15.31,846.86,7.35,-22.67,388,388,776,12,52.6,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.6,96,7,-10.97,890.35,7.35,-18.32,388,388,776,12,52.6,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.6,96,9,-8.54,914.64,7.35,-15.89,388,388,776,12,52.6,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.6,0,5,-1.81,981.94,7.35,-9.16,23,23,46,24367,39.1,0,False
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.6,0,7,-1.29,987.07,7.35,-8.65,23,23,46,24367,39.1,0,False
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.6,0,9,-1.01,989.93,7.35,-8.36,23,23,46,24367,39.1,0,False
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.6,24,5,-38.76,612.43,7.35,-46.11,1383,1383,2766,176,49.1,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.6,24,7,-29.37,706.31,7.35,-36.72,1383,1383,2766,176,49.1,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.6,24,9,-23.61,763.88,7.35,-30.97,1383,1383,2766,176,49.1,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.6,48,5,-26.44,735.59,7.35,-33.8,744,743,1487,51,50.1,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.6,48,7,-19.5,805.03,7.35,-26.85,744,743,1487,51,50.1,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.65,24,7,-24.7,753.04,7.35,-32.05,1383,1382,2765,175,50.0,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.65,24,9,-19.71,802.86,7.35,-27.07,1383,1382,2765,175,50.0,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.65,48,5,-31.11,688.87,7.35,-38.47,746,745,1491,48,52.3,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.65,48,7,-23.17,768.3,7.35,-30.53,746,745,1491,48,52.3,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.65,0,5,-1.75,982.52,7.35,-9.1,23,23,46,23744,43.5,0,False
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.65,0,7,-1.25,987.49,7.35,-8.61,23,23,46,23744,43.5,0,False
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.65,0,9,-0.97,990.26,7.35,-8.33,23,23,46,23744,43.5,0,False
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.65,24,5,-33.0,670.04,7.35,-40.35,1383,1382,2765,175,50.0,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.65,48,9,-18.44,815.57,7.35,-25.8,746,745,1491,48,52.3,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.65,96,5,-9.57,904.29,7.35,-16.93,386,386,772,14,51.3,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.65,96,7,-6.72,932.78,7.35,-14.08,386,386,772,14,51.3,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.65,96,9,-5.18,948.25,7.35,-12.53,386,386,772,14,51.3,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.7,0,5,-21.17,788.28,7.35,-28.53,802,819,1621,18384,57.1,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.7,0,7,-15.6,843.96,7.35,-22.96,802,819,1621,18384,57.1,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.7,0,9,-12.35,876.49,7.35,-19.71,802,819,1621,18384,57.1,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.7,24,5,-28.57,714.33,7.35,-35.92,1390,1401,2791,129,51.1,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.7,24,7,-21.05,789.5,7.35,-28.4,1390,1401,2791,129,51.1,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.7,24,9,-16.65,833.52,7.35,-24.0,1390,1401,2791,129,51.1,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.7,48,5,61.67,1616.73,7.35,54.32,738,769,1507,22,51.8,3,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.7,48,7,72.26,1722.56,7.35,64.9,743,769,1512,17,52.9,4,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.7,48,9,58.36,1583.62,7.35,51.01,745,769,1514,15,52.9,5,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.7,96,5,14.81,1148.08,7.35,7.45,381,393,774,11,50.9,4,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.7,96,7,20.21,1202.09,7.35,12.85,383,393,776,9,49.4,6,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.7,96,9,15.71,1157.1,7.35,8.36,385,393,778,7,49.9,6,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.75,0,5,-59.26,407.44,7.35,-66.61,2972,3175,6147,5848,57.1,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.75,0,7,-45.83,541.71,7.35,-53.18,2983,3185,6168,5827,57.2,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.75,0,9,-37.75,622.47,7.35,-45.11,2985,3187,6172,5823,57.2,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.75,24,5,-11.94,880.63,7.35,-19.29,1312,1387,2699,57,51.8,4,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.75,24,7,-8.29,917.08,7.35,-15.65,1324,1389,2713,43,50.9,6,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.75,24,9,13.62,1136.16,7.35,6.26,1332,1389,2721,35,50.7,8,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.75,48,5,22.46,1224.64,7.35,15.11,692,738,1430,53,51.2,5,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.75,48,7,64.03,1640.32,7.35,56.68,702,738,1440,43,51.6,7,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.75,48,9,61.33,1613.26,7.35,53.97,709,738,1447,36,51.2,9,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.75,96,5,36.69,1366.86,7.35,29.33,365,386,751,24,50.3,5,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.75,96,7,58.8,1587.99,7.35,51.44,368,386,754,21,50.8,6,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.75,96,9,89.51,1895.15,7.35,82.16,371,386,757,18,51.3,8,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.8,0,5,-57.1,428.96,7.35,-64.46,2547,2683,5230,5882,50.5,5,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.8,0,7,-34.09,659.13,7.35,-41.44,2582,2685,5267,5845,49.8,7,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.8,0,9,-30.35,696.49,7.35,-37.71,2591,2685,5276,5836,49.3,9,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.8,24,5,-15.66,843.37,7.35,-23.02,970,1029,1999,421,50.0,5,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.8,24,7,-14.11,858.92,7.35,-21.46,984,1029,2013,407,51.1,7,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.8,24,9,4.4,1043.99,7.35,-2.96,986,1029,2015,405,49.9,9,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.8,48,5,-11.37,886.3,7.35,-18.72,596,635,1231,151,50.4,4,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.8,48,7,-9.87,901.25,7.35,-17.23,602,635,1237,145,50.7,6,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.8,48,9,35.5,1354.99,7.35,28.14,607,635,1242,140,50.1,8,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.8,96,5,41.86,1418.63,7.35,34.51,328,354,682,61,50.8,4,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.8,96,7,59.29,1592.89,7.35,51.93,335,354,689,54,50.3,6,True
binning,8,analogical,2,adaptive_percentile,score_component,0.75,0.8,96,9,64.97,1649.73,7.35,57.62,339,354,693,50,51.1,8,True
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.55,0,5,0.0,1000.0,7.35,-7.35,0,0,0,26544,0.0,0,False
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.55,0,7,0.0,1000.0,7.35,-7.35,0,0,0,26544,0.0,0,False
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.55,0,9,0.0,1000.0,7.35,-7.35,0,0,0,26544,0.0,0,False
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.55,24,5,-30.78,692.23,7.35,-38.13,1050,1049,2099,523,52.2,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.55,24,7,-22.99,770.1,7.35,-30.34,1050,1049,2099,523,52.2,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.55,24,9,-18.33,816.66,7.35,-25.69,1050,1049,2099,523,52.2,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.55,48,5,-32.63,673.68,7.35,-39.99,639,639,1278,159,49.8,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.55,48,7,-24.44,755.62,7.35,-31.79,639,639,1278,159,49.8,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.55,48,9,-19.52,804.84,7.35,-26.87,639,639,1278,159,49.8,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.55,96,5,-8.39,916.09,7.35,-15.75,355,354,709,46,52.3,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.55,96,7,-5.84,941.56,7.35,-13.2,355,354,709,46,52.3,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.55,96,9,-4.48,955.23,7.35,-11.83,355,354,709,46,52.3,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.6,24,7,-26.83,731.7,7.35,-34.18,1045,1045,2090,514,50.1,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.6,24,9,-21.51,784.89,7.35,-28.87,1045,1045,2090,514,50.1,0,True
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.6,48,5,-24.34,756.65,7.35,-31.69,638,637,1275,157,52.0,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.6,48,7,-17.89,821.15,7.35,-25.24,638,637,1275,157,52.0,1,True
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.6,0,5,0.0,1000.0,7.35,-7.35,0,0,0,24390,0.0,0,False
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.6,0,7,0.0,1000.0,7.35,-7.35,0,0,0,24390,0.0,0,False
binning,8,analogical,2,adaptive_percentile,score_component,0.8,0.6,0,9,0.0,1000.0,7.35,-7.35,0,0,0,24390,0.0,0,False
