tp_id,method,params,type,datetime,ts,tp_price,move_from_prev_pct,candles_from_prev,prev_ts,prev_price,duration_candles,move_pct,max_adverse_excursion_pct,vol_mean,vol_slope,vol_first_vs_second_half,vol_last5_vs_avg,vol_acceleration,taker_ratio_mean,taker_ratio_slope,taker_last5_vs_avg,taker_acceleration,rsi_at_end,rsi_min_during,rsi_max_during,rsi_range,rsi_slope_last5,price_vs_ma20_pct,price_vs_ma50_pct,ma20_slope_last5,below_both_mas,above_both_mas,body_ratio_mean,lower_wick_ratio_mean,upper_wick_ratio_mean,pct_bearish_candles,pct_bullish_candles,consec_same_dir_end,price_slope,volatility_pct,price_acceleration,vol_price_divergence
19932,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-02-24T05:00:00Z,1645678800,34322.28,12.5545,16,1645621200,39249.93,17,12.5545,14.357,3529.42,0.103318,0.4932,1.9277,0.232651,0.4657,-0.008767,0.9495,0.01383,20.52,19.95,66.32,46.37,-0.123964,-7.4354,-7.8394,-0.004355,1,0,0.5212,0.2977,0.1811,70.59,29.41,1,-0.006764,0.9889,-0.005971,0.110082
19933,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-02-24T20:00:00Z,1645732800,39843.0,16.0849,15,1645678800,34322.28,16,16.0849,16.0849,5281.27,0.01542,0.9074,1.1078,0.193877,0.5143,0.001087,0.9939,-0.004612,69.18,20.52,69.18,48.67,0.105204,7.3636,3.3461,-0.000509,0,1,0.4358,0.2768,0.2875,31.25,68.75,3,0.004607,1.0403,0.007714,0.010813
19934,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-02-24T22:00:00Z,1645740000,37748.94,5.2558,2,1645732800,39843.0,3,5.2558,5.5473,5562.47,-0.93943,5.8562,1.0,,0.5244,-0.079112,1.0,,62.02,62.02,69.18,7.17,-0.053741,5.3305,1.8535,0.002364,0,1,0.4025,0.1982,0.3993,66.67,33.33,2,-0.00718,0.6541,,
19935,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-02-26T00:00:00Z,1645833600,40348.45,6.8863,26,1645740000,37748.94,27,6.8863,6.8863,2385.6,0.007436,0.7963,0.8367,-0.077033,0.5187,0.002592,1.0236,-0.01155,63.97,53.69,68.82,15.13,0.019384,2.0574,5.9401,0.000726,0,1,0.4883,0.2433,0.2684,51.85,48.15,1,0.001057,0.7752,-0.000338,0.006379
19936,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-02-27T21:00:00Z,1645995600,37000.0,8.2988,45,1645833600,40348.45,46,8.2988,9.0499,1544.46,0.019552,0.6574,1.9757,0.092898,0.4892,-0.001093,0.9285,0.000121,33.92,32.95,66.34,33.38,-0.097587,-3.5014,-4.0645,-0.001171,1,0,0.4247,0.2936,0.2818,45.65,54.35,1,-0.000456,0.7989,-0.000145,0.020008
19937,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-03-02T15:00:00Z,1646233200,45400.0,22.7027,66,1645995600,37000.0,67,22.7027,22.7027,2832.79,0.0014,1.0483,1.5976,-0.00627,0.4976,-0.000171,0.9692,-0.00314,53.75,33.92,80.96,47.03,0.000153,0.0276,1.7083,0.000539,0,1,0.4118,0.2979,0.2904,47.76,52.24,1,0.002789,1.0493,-0.005188,-0.001389
19938,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-03-07T03:00:00Z,1646622000,37578.03,17.229,108,1646233200,45400.0,109,17.229,20.8153,1994.06,-0.004071,1.4729,1.4692,0.003175,0.4862,-9.4e-05,0.9795,0.000198,31.83,14.72,56.59,41.87,-0.060588,-2.0061,-2.9197,-0.001768,1,0,0.3838,0.3371,0.2792,57.8,42.2,1,-0.001426,0.5869,0.00147,-0.002644
19939,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-03-07T16:00:00Z,1646668800,39547.57,5.2412,13,1646622000,37578.03,14,5.2412,5.2412,2296.5,0.079029,0.5901,1.4851,0.143403,0.5095,-0.008804,0.9844,0.029955,54.3,31.83,59.58,27.75,0.006216,1.1357,-0.0356,0.00014,0,0,0.4286,0.2193,0.3522,35.71,64.29,1,0.002428,0.5655,0.002723,0.076601
19940,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-03-07T20:00:00Z,1646683200,37155.0,6.0499,4,1646668800,39547.57,5,6.0499,6.4394,3872.64,0.002287,0.8389,1.0,,0.4819,0.030863,1.0,,38.39,33.43,54.3,20.88,-0.111731,-1.6622,-2.9313,-0.001146,1,0,0.5507,0.1734,0.2759,80.0,20.0,1,-0.009903,1.0064,0.000674,0.012191
19941,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-03-09T15:00:00Z,1646838000,42594.06,14.6388,43,1646683200,37155.0,44,14.6388,14.6388,2734.71,0.009614,0.879,1.2015,0.003711,0.5095,-1.5e-05,0.9804,0.003664,77.55,38.39,80.4,42.0,-0.001416,4.1446,7.8058,0.004161,0,1,0.4149,0.2784,0.3067,38.64,61.36,2,0.002686,0.8817,0.004326,0.006928
19942,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-03-11T02:00:00Z,1646964000,38223.6,10.2607,35,1646838000,42594.06,36,10.2607,11.4339,2682.51,-0.003625,1.1172,0.7201,-0.081512,0.4778,0.000239,0.9931,0.003527,28.72,27.73,77.55,49.82,-0.108483,-2.2713,-5.5124,-0.000925,1,0,0.4015,0.3563,0.2421,58.33,41.67,4,-0.002713,0.7787,0.005092,-0.000912
19943,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-03-11T12:00:00Z,1647000000,40236.26,5.2655,10,1646964000,38223.6,11,5.2655,5.2655,2705.38,0.08174,0.7475,1.1868,0.330649,0.5104,0.001037,0.9923,0.011126,59.63,28.72,59.63,30.91,0.082912,1.9898,-0.3899,0.000409,0,0,0.4493,0.2386,0.3121,45.45,54.55,2,0.003516,0.7755,0.001094,0.078224
19944,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-03-14T00:00:00Z,1647216000,37555.0,6.6638,60,1647000000,40236.26,61,6.6638,7.1396,1442.69,-0.007542,1.3064,1.6097,0.088454,0.4861,-0.000472,0.9584,-0.002119,28.23,24.03,59.63,35.6,-0.12755,-2.2967,-2.8208,-0.001501,1,0,0.3871,0.2909,0.3219,45.9,54.1,2,-0.000218,0.5592,-0.000784,-0.007324
19945,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-03-16T02:00:00Z,1647396000,41718.0,11.0851,50,1647216000,37555.0,51,11.0851,11.0851,2149.77,0.0125,0.8401,1.8364,0.045278,0.4969,-0.000102,0.9591,0.001915,72.95,28.23,72.95,44.72,0.05623,4.3426,4.8766,0.001108,0,1,0.4081,0.2772,0.3148,47.06,52.94,2,0.000524,0.7397,0.00017,0.011977
19946,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-03-16T03:00:00Z,1647399600,38828.48,6.9263,1,1647396000,41718.0,2,6.9263,7.4418,10678.02,-0.488037,1.6456,1.0,,0.4976,-0.202538,1.0,,49.12,49.12,72.95,23.83,-0.390393,-0.1053,0.4417,0.000919,0,0,0.7055,0.0873,0.2072,50.0,50.0,1,-0.042638,0.0,,
19947,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-03-28T19:00:00Z,1648494000,48189.84,24.1095,304,1647399600,38828.48,305,24.1095,24.1095,1902.62,-0.000226,1.008,1.4554,0.003226,0.4932,4.5e-05,0.9924,9.4e-05,78.16,26.16,86.77,60.61,0.024955,1.4553,4.6196,0.001291,0,1,0.4192,0.3022,0.2785,47.21,52.79,1,0.000466,0.4959,0.000497,-0.000692
19948,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-04-01T02:00:00Z,1648778400,44200.0,8.2794,79,1648494000,48189.84,80,8.2794,9.0268,1864.33,0.007019,0.779,1.6806,0.025031,0.4909,-0.000561,0.9414,-0.002341,20.28,20.28,78.16,57.88,-0.11516,-3.9426,-5.1757,-0.002107,1,0,0.4492,0.3297,0.2211,50.0,50.0,2,-0.000482,0.4855,-0.000972,0.007502
19949,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-04-03T22:00:00Z,1649023200,47444.11,7.3396,68,1648778400,44200.0,69,7.3396,7.3396,1717.5,-0.011163,1.3387,1.2682,0.032485,0.5008,-0.000357,1.0251,0.002107,56.16,20.28,64.6,44.32,0.017624,0.6232,0.6533,0.000791,0,1,0.457,0.2888,0.2542,42.03,57.97,1,0.000389,0.4974,-0.001381,-0.011552
19950,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-04-11T22:00:00Z,1649714400,39200.0,17.3765,192,1649023200,47444.11,193,17.3765,21.0309,1749.17,-0.001118,1.321,1.9597,0.009599,0.4905,-6.6e-05,0.9365,0.000148,27.59,16.6,68.68,52.08,-0.015735,-3.2312,-5.3751,-0.002947,1,0,0.4311,0.3066,0.2623,54.4,45.6,1,-0.000662,0.4847,0.000262,-0.000456
19951,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-04-13T19:00:00Z,1649876400,41561.31,6.0237,45,1649714400,39200.0,46,6.0237,6.0237,2184.36,-0.004773,1.4011,1.1887,0.04058,0.493,0.000152,1.0312,-0.001094,61.74,25.46,68.85,43.39,-0.012333,1.8043,2.4229,0.001691,0,1,0.4363,0.2878,0.276,45.65,54.35,1,0.00049,0.5806,0.001171,-0.005264
19952,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-04-18T05:00:00Z,1650258000,38536.51,7.2779,106,1649876400,41561.31,107,7.2779,7.8492,1079.53,-0.003048,1.411,2.0458,0.038464,0.4881,0.000205,0.9988,0.000251,24.23,20.41,66.08,45.66,-0.118234,-2.7174,-3.2025,-0.001268,1,0,0.413,0.2926,0.2944,50.47,49.53,1,-0.000213,0.4207,0.000212,-0.002836
19953,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-04-21T13:00:00Z,1650546000,42976.0,11.5202,80,1650258000,38536.51,81,11.5202,11.5202,1861.13,6.9e-05,1.0959,1.9047,0.030451,0.4953,8.4e-05,1.0222,0.002662,72.46,24.23,74.78,50.55,0.052535,2.3021,2.7134,0.001379,0,1,0.4133,0.256,0.3306,37.04,62.96,4,0.00082,0.459,-0.001277,-0.000751
19954,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-04-25T07:00:00Z,1650870000,38200.0,11.1132,90,1650546000,42976.0,91,11.1132,12.5026,1607.49,-0.008818,1.59,1.3625,0.055679,0.4894,-0.000689,0.9578,-0.003398,28.48,23.13,72.46,49.33,-0.10796,-2.2127,-2.7453,-0.001139,1,0,0.4056,0.2823,0.312,53.85,46.15,4,-0.000546,0.4163,0.001,-0.008273
19955,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-04-26T08:00:00Z,1650960000,40797.31,6.7992,25,1650870000,38200.0,26,6.7992,6.7992,2385.62,-0.040905,2.4228,0.6058,-0.021482,0.5067,-0.00294,0.9574,-0.011579,66.5,27.97,71.96,43.99,-0.014315,1.0529,2.3094,0.002377,0,1,0.3123,0.2724,0.4153,42.31,57.69,1,0.002614,0.4688,-0.002823,-0.043519
19956,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-04-26T23:00:00Z,1651014000,37702.26,7.5864,15,1650960000,40797.31,16,7.5864,8.2092,3466.86,0.026361,0.8014,0.9232,-0.393491,0.4882,-0.004232,0.9905,0.011771,26.06,22.48,66.5,44.02,0.03643,-3.326,-3.3199,-0.002905,1,0,0.3915,0.3526,0.2559,75.0,25.0,2,-0.004933,0.6141,0.004657,0.031294
19957,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-04-28T18:00:00Z,1651168800,40372.63,7.0828,43,1651014000,37702.26,44,7.0828,7.0828,2449.65,0.008559,1.1633,1.894,0.051699,0.5024,-0.000909,1.0025,0.002196,61.88,26.06,66.67,40.61,0.065458,1.4021,2.6877,0.001111,0,1,0.4686,0.2533,0.2782,43.18,56.82,1,0.000866,0.5776,-0.000283,0.007693
19958,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-05-01T01:00:00Z,1651366800,37386.38,7.3967,55,1651168800,40372.63,56,7.3967,7.9875,1832.76,-0.000824,1.4681,1.4878,0.028512,0.4865,-0.000906,0.9114,-0.000587,37.22,25.35,61.88,36.52,-0.045495,-1.0918,-2.0492,-0.001055,1,0,0.3989,0.3049,0.2962,64.29,35.71,2,-0.000862,0.4399,0.000837,3.7e-05
19959,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-05-04T19:00:00Z,1651690800,40023.77,7.0544,90,1651366800,37386.38,91,7.0544,7.0544,2058.59,0.008425,0.8857,2.5299,0.011702,0.5118,0.000369,1.0257,-0.000638,74.73,29.69,74.73,45.04,0.032026,3.008,3.6495,0.002112,0,1,0.4174,0.2612,0.3214,51.65,48.35,2,0.000146,0.4674,-0.00015,0.008279
19960,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-05-09T18:00:00Z,1652119200,30334.07,24.2099,119,1651690800,40023.77,120,24.2099,31.9433,3481.74,0.009126,0.711,4.0915,0.041027,0.4772,-0.001064,0.9381,-7.9e-05,17.9,15.12,74.73,59.6,-0.126718,-6.8621,-9.6832,-0.004295,1,0,0.4376,0.2788,0.2836,58.33,41.67,5,-0.001532,0.7016,0.000287,0.010658
19961,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-05-09T20:00:00Z,1652126400,31899.99,5.1622,2,1652119200,30334.07,3,5.1622,5.1622,15645.13,-0.219703,1.5363,1.0,,0.4561,-0.013113,1.0,,21.48,17.9,21.48,3.58,0.08842,-5.4577,-8.6628,-0.004774,1,0,0.2187,0.4051,0.3762,33.33,66.67,2,0.002707,0.2411,,
19962,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-05-10T00:00:00Z,1652140800,29730.4,6.8012,4,1652126400,31899.99,5,6.8012,7.2975,10547.11,0.09454,0.953,1.0,,0.4449,-0.02842,1.0,,32.63,20.17,32.63,12.45,0.089389,-4.1781,-8.0906,-0.004596,1,0,0.3909,0.184,0.4252,40.0,60.0,1,-0.00347,2.071,-0.000839,0.09801
19963,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-05-10T06:00:00Z,1652162400,32658.99,9.8505,6,1652140800,29730.4,7,9.8505,9.8505,9759.06,-0.108312,1.5848,0.8028,0.56894,0.4421,0.018813,1.0134,0.031646,51.43,32.63,51.43,18.8,0.108567,1.8476,-3.0469,-0.003099,0,0,0.4995,0.1069,0.3935,14.29,85.71,3,0.006745,1.0897,0.011738,-0.115057
19964,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-05-10T22:00:00Z,1652220000,30147.78,7.6892,16,1652162400,32658.99,17,7.6892,8.3297,6098.61,-0.047609,1.4511,0.6335,-0.053953,0.4499,0.001268,0.984,-0.012967,42.74,35.95,53.58,17.63,-0.051802,-1.9147,-4.0478,0.000107,1,0,0.5126,0.1933,0.2941,58.82,41.18,1,-0.002002,1.3049,-0.002946,-0.045607
19965,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-05-11T05:00:00Z,1652245200,31888.85,5.7751,7,1652220000,30147.78,8,5.7751,5.7751,4390.56,0.001844,0.9334,0.9387,0.449492,0.498,0.005741,1.0147,-0.046875,50.91,42.74,51.07,8.34,0.027278,0.545,-0.7824,-0.000627,0,0,0.4279,0.2153,0.3568,25.0,75.0,2,0.002593,1.0222,-0.000277,-0.000749
19966,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-05-11T07:00:00Z,1652252400,30200.0,5.2961,2,1652245200,31888.85,3,5.2961,5.5922,8681.43,0.304593,0.734,1.0,,0.479,-0.002566,1.0,,42.93,41.52,50.91,9.39,-0.088457,-1.8046,-3.0121,-0.001453,1,0,0.4224,0.2628,0.3147,33.33,66.67,1,-0.013351,1.6879,,
19967,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-05-11T10:00:00Z,1652263200,32162.59,6.4986,3,1652252400,30200.0,4,6.4986,6.4986,8835.62,-0.227095,1.623,1.0,,0.5072,0.009256,1.0,,55.48,42.93,55.48,12.55,0.079891,2.1457,1.2506,-3.5e-05,0,1,0.4003,0.3682,0.2315,0.0,100.0,4,0.012848,0.9542,-0.022746,-0.239943
19968,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-05-11T12:00:00Z,1652270400,29039.54,9.7102,2,1652263200,32162.59,3,9.7102,10.7545,13243.81,0.823084,0.3873,1.0,,0.4727,-0.04785,1.0,,35.1,35.1,55.48,20.38,-0.214377,-5.6668,-6.4197,-0.001345,1,0,0.554,0.1856,0.2604,66.67,33.33,2,-0.040686,3.0066,,
19969,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-05-11T14:00:00Z,1652277600,32000.0,10.1946,2,1652270400,29039.54,3,10.1946,10.1946,24375.48,-0.245755,1.2588,1.0,,0.4939,0.064562,1.0,,53.68,35.1,53.68,18.58,0.20055,2.361,1.6917,-0.000212,0,1,0.6488,0.1923,0.1589,33.33,66.67,2,0.040312,2.3154,,
19970,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-05-11T21:00:00Z,1652302800,27785.0,13.1719,7,1652277600,32000.0,8,13.1719,15.1701,8483.51,-0.051919,1.2648,0.9053,0.536294,0.462,-0.022944,0.9712,0.002264,40.17,35.11,53.68,18.57,-0.030066,-5.0742,-6.0544,-0.002859,1,0,0.5,0.3047,0.1953,75.0,25.0,1,-0.01357,1.6722,0.009299,-0.038349
19971,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-05-12T00:00:00Z,1652313600,30243.0,8.8465,3,1652302800,27785.0,4,8.8465,8.8465,7197.02,-0.11196,1.4045,1.0,,0.4895,0.033898,1.0,,46.46,38.86,46.46,7.6,0.050083,-1.771,-3.4363,-0.003347,1,0,0.438,0.3566,0.2055,25.0,75.0,2,0.008146,1.3777,0.033477,-0.120106
19972,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-05-12T05:00:00Z,1652331600,26700.0,11.7151,5,1652313600,30243.0,6,11.7151,13.2697,11185.57,0.246742,0.4572,1.0501,0.467195,0.4937,-0.010348,0.9981,-0.028605,32.09,32.09,46.46,14.37,-0.070895,-8.5082,-11.4916,-0.005015,1,0,0.5708,0.2191,0.2102,83.33,16.67,5,-0.018241,0.3982,-0.005553,0.264983
19973,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-05-12T16:00:00Z,1652371200,29967.03,12.2361,11,1652331600,26700.0,12,12.2361,12.2361,10858.0,-0.084953,1.627,0.7831,0.262648,0.5084,0.006278,1.0194,-0.010874,54.53,32.03,54.53,22.5,0.053559,3.8721,-0.8831,-0.000535,0,0,0.3722,0.2736,0.3542,58.33,41.67,1,0.006998,2.0484,-0.001533,-0.091951
19974,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-05-12T21:00:00Z,1652389200,28001.0,6.5606,5,1652371200,29967.03,6,6.5606,7.0213,4710.42,-0.240725,1.972,0.8245,0.186444,0.4875,-0.022643,0.9736,0.036368,45.93,45.17,54.53,9.36,-0.000418,0.0818,-4.1485,-0.001336,0,0,0.4642,0.2516,0.2842,66.67,33.33,2,-0.006051,1.5118,0.019908,-0.234674
19975,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-05-13T05:00:00Z,1652418000,31083.37,11.0081,8,1652389200,28001.0,9,11.0081,11.0081,4746.91,0.084154,0.6651,1.1749,-0.134901,0.516,0.014827,1.0266,-0.01366,61.73,45.93,62.52,16.58,0.026039,4.6597,3.5064,0.004363,0,1,0.4273,0.301,0.2716,33.33,66.67,1,0.009548,0.8484,-0.004347,0.074606
19976,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-05-14T16:00:00Z,1652544000,28630.0,7.8929,35,1652418000,31083.37,36,7.8929,8.5692,2993.42,-0.025227,1.7248,0.8637,0.057721,0.5014,0.001264,1.0183,0.003314,48.4,35.97,62.8,26.83,0.044248,-0.1106,-0.9929,-0.001661,1,0,0.4225,0.2603,0.3171,50.0,50.0,1,-0.001642,0.7946,0.000144,-0.023585
19977,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-05-15T22:00:00Z,1652652000,31460.0,9.8847,30,1652544000,28630.0,31,9.8847,9.8847,2055.34,0.005317,0.8717,1.4021,0.120011,0.5092,0.001733,1.0678,0.005442,69.21,47.93,69.21,21.28,0.045013,3.0967,4.4396,0.001652,0,1,0.4406,0.2589,0.3005,41.94,58.06,5,0.001326,0.723,0.001656,0.003991
19978,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-05-16T16:00:00Z,1652716800,29087.04,7.5428,18,1652652000,31460.0,19,7.5428,8.1581,3288.25,0.040254,0.7229,1.3925,-0.021678,0.4992,-0.003006,0.979,0.01253,38.67,37.38,71.98,34.6,-0.025586,-2.829,-2.2869,-0.001524,1,0,0.4701,0.2713,0.2585,63.16,36.84,1,-0.003155,0.9324,0.004871,0.043409
19979,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-05-17T08:00:00Z,1652774400,30788.37,5.8491,16,1652716800,29087.04,17,5.8491,5.8491,2017.72,-0.055354,1.5281,0.7252,0.111453,0.5128,0.000129,0.9976,-0.004387,59.04,38.67,59.04,20.36,0.005422,1.8955,1.4191,0.000921,0,1,0.5231,0.2563,0.2205,35.29,64.71,1,0.002087,0.694,-0.000408,-0.057441
19980,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-05-18T23:00:00Z,1652914800,28654.47,6.9309,39,1652774400,30788.37,40,6.9309,7.447,2597.54,0.001129,0.9833,0.8947,0.025107,0.4983,-0.000712,0.9629,-0.003699,31.57,30.01,60.13,30.12,-0.061995,-2.5087,-4.0892,-0.0019,1,0,0.4613,0.2515,0.2872,60.0,40.0,4,-0.00137,0.6736,-0.001461,0.002499
19981,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-05-20T01:00:00Z,1653008400,30777.33,7.4085,26,1652914800,28654.47,27,7.4085,7.4085,2808.87,0.012769,0.6465,0.8227,-0.092666,0.5155,0.003542,1.0381,0.001038,64.66,31.57,69.39,37.82,0.007493,2.131,2.9054,0.001975,0,1,0.4555,0.2208,0.3237,40.74,59.26,1,0.002317,0.6844,0.000488,0.010452
19982,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-05-20T16:00:00Z,1653062400,28730.0,6.6521,15,1653008400,30777.33,16,6.6521,7.1261,2837.98,0.06906,0.6159,1.5706,0.234896,0.5069,-0.005174,0.9763,0.010491,30.88,30.88,64.66,33.78,-0.165256,-3.9918,-2.5815,-0.001166,1,0,0.5054,0.3103,0.1842,62.5,37.5,3,-0.002009,0.855,-0.006354,0.071069
19983,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-05-23T07:00:00Z,1653289200,30670.51,6.7543,63,1653062400,28730.0,64,6.7543,6.7543,1383.79,0.000379,0.8304,1.2141,0.064748,0.5036,0.000559,1.0106,0.003183,66.52,30.88,75.12,44.24,0.037741,1.0872,2.4231,0.000606,0,1,0.3907,0.2759,0.3334,40.62,59.38,1,0.000694,0.4154,0.000613,-0.000315
19984,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-05-24T14:00:00Z,1653400800,28669.0,6.5258,31,1653289200,30670.51,32,6.5258,6.9814,2685.73,-0.001722,1.3853,1.2584,0.015973,0.4822,-0.000555,0.9456,-0.006713,36.91,24.65,66.52,41.88,-0.051053,-0.605,-2.4908,-0.001736,1,0,0.3811,0.313,0.3059,56.25,43.75,1,-0.001659,0.6077,0.002871,-6.3e-05
19985,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-05-25T04:00:00Z,1653451200,30223.74,5.4231,14,1653400800,28669.0,15,5.4231,5.4231,2968.4,-0.093305,2.0362,0.6811,0.262168,0.5074,0.004559,1.0101,0.005224,65.81,36.91,69.81,32.9,0.044676,2.0407,1.3949,0.001272,0,1,0.4027,0.3166,0.2807,26.67,73.33,1,0.002399,0.4725,0.001964,-0.095705
19986,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-05-26T13:00:00Z,1653570000,28019.56,7.2929,33,1653451200,30223.74,34,7.2929,7.8666,3251.05,0.03844,0.7654,2.2542,0.133715,0.4854,-0.000127,1.0457,-0.003986,32.47,32.47,65.81,33.34,-0.047849,-2.4276,-2.5812,-0.00115,1,0,0.4665,0.3039,0.2295,61.76,38.24,4,-0.00068,0.6314,-0.001669,0.039121
19987,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-05-26T16:00:00Z,1653580800,29787.69,6.3103,3,1653570000,28019.56,4,6.3103,6.3103,9871.23,-0.476846,3.1604,1.0,,0.5025,0.066607,1.0,,53.15,32.47,53.15,20.69,0.145596,0.376,-0.0234,-0.000567,0,0,0.4757,0.2538,0.2705,25.0,75.0,3,0.008436,0.4551,-0.008595,-0.485282
19988,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-05-27T18:00:00Z,1653674400,28282.9,5.0517,26,1653580800,29787.69,27,5.0517,5.3205,3642.87,0.025427,0.61,1.3364,-0.010262,0.4904,-0.003556,0.9092,-0.003533,36.87,34.54,54.37,19.83,-0.044276,-1.5799,-2.7872,-0.001532,1,0,0.415,0.2666,0.3184,48.15,51.85,1,-0.001198,0.6119,0.001234,0.026625
19989,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-05-31T16:00:00Z,1654012800,32399.0,14.5533,94,1653674400,28282.9,95,14.5533,14.5533,2342.01,0.011547,0.4692,1.9518,0.034094,0.4838,-0.000528,1.0427,-0.000131,69.89,36.87,83.97,47.11,0.044883,1.4716,4.5619,0.001648,0,1,0.4328,0.2765,0.2907,48.42,51.58,3,0.001293,0.4992,0.001532,0.010255
19990,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-06-03T14:00:00Z,1654264800,29282.36,9.6196,70,1654012800,32399.0,71,9.6196,10.6434,3120.2,-0.002136,1.4641,1.5927,-0.013591,0.4891,0.000427,0.969,-0.001311,32.19,18.76,69.89,51.12,-0.008011,-2.5055,-2.2356,-0.000979,1,0,0.4541,0.2721,0.2737,57.75,42.25,1,-0.000957,0.5499,0.002585,-0.001179
19991,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-06-06T14:00:00Z,1654524000,31765.64,8.4805,72,1654264800,29282.36,73,8.4805,8.4805,1579.6,0.012512,0.6832,1.9587,0.079694,0.5013,-0.000292,0.9713,0.000992,78.74,32.19,81.64,49.46,-0.006394,1.9028,4.2331,0.002398,0,1,0.4364,0.257,0.3066,42.47,57.53,3,0.000783,0.3785,0.001834,0.011729
19992,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-06-07T02:00:00Z,1654567200,29218.96,8.0171,12,1654524000,31765.64,13,8.0171,8.7158,4153.0,0.074394,0.7364,1.4439,0.54143,0.502,-0.001071,0.9812,-0.004215,20.58,20.58,79.34,58.76,-0.324198,-5.6693,-3.6714,-0.001817,1,0,0.3538,0.4182,0.228,53.85,46.15,5,-0.004737,1.1414,-0.012398,0.079131
19993,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-06-07T20:00:00Z,1654632000,31589.6,8.1134,18,1654567200,29218.96,19,8.1134,8.1134,3618.87,0.023031,0.7373,1.2843,0.329032,0.473,0.014407,1.115,0.009139,73.56,20.58,73.56,52.98,0.142174,5.1479,2.6121,-0.000894,0,1,0.3941,0.3074,0.2985,36.84,63.16,5,0.002404,0.7278,0.005524,0.020627
19994,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-06-12T14:00:00Z,1655042400,26890.0,14.877,114,1654632000,31589.6,115,14.877,17.4771,2973.02,-3.1e-05,0.8969,1.2682,0.0232,0.49,-0.000208,1.0086,0.000912,45.89,23.75,74.11,50.36,0.070087,-0.072,-2.5867,-0.001817,1,0,0.4371,0.2688,0.294,53.04,46.96,1,-0.000988,0.6719,-0.001102,0.000958
