tp_id,method,params,type,datetime,ts,tp_price,move_from_prev_pct,candles_from_prev,prev_ts,prev_price,duration_candles,move_pct,max_adverse_excursion_pct,vol_mean,vol_slope,vol_first_vs_second_half,vol_last5_vs_avg,vol_acceleration,taker_ratio_mean,taker_ratio_slope,taker_last5_vs_avg,taker_acceleration,rsi_at_end,rsi_min_during,rsi_max_during,rsi_range,rsi_slope_last5,price_vs_ma20_pct,price_vs_ma50_pct,ma20_slope_last5,below_both_mas,above_both_mas,body_ratio_mean,lower_wick_ratio_mean,upper_wick_ratio_mean,pct_bearish_candles,pct_bullish_candles,consec_same_dir_end,price_slope,volatility_pct,price_acceleration,vol_price_divergence
19995,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-06-12T15:00:00Z,1655046000,28347.89,5.4217,1,1655042400,26890.0,2,5.4217,5.4217,9306.71,-0.213831,1.2394,1.0,,0.4665,-0.001991,1.0,,52.27,45.89,52.27,6.38,0.129903,1.0227,-1.5184,-0.0009,0,0,0.4779,0.23,0.2921,0.0,100.0,2,0.009995,0.0,,
19996,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-06-13T03:00:00Z,1655089200,24900.0,12.1628,12,1655046000,28347.89,13,12.1628,13.8469,6905.09,0.137653,0.3816,1.7304,0.461171,0.4799,-0.004144,0.9823,-0.003582,23.1,18.8,52.81,34.01,-0.074116,-6.0459,-8.7717,-0.003188,1,0,0.542,0.1378,0.3202,76.92,23.08,1,-0.009102,0.8944,-0.00766,0.146756
19997,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-06-13T04:00:00Z,1655092800,26257.31,5.451,1,1655089200,24900.0,2,5.451,5.451,13415.89,-0.48617,1.6423,1.0,,0.4805,0.037046,1.0,,22.18,22.18,23.1,0.92,-0.040674,-6.1485,-8.9841,-0.004018,1,0,0.1891,0.2959,0.515,50.0,50.0,1,-0.005109,0.0,,
19998,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-06-13T14:00:00Z,1655128800,22600.0,13.9287,10,1655092800,26257.31,11,13.9287,16.1828,12477.15,0.05298,0.769,1.0388,-0.117209,0.4782,-0.007115,0.9909,-0.005176,11.19,11.19,24.26,13.07,-0.071252,-9.7866,-15.2577,-0.008759,1,0,0.3241,0.2234,0.4526,90.91,9.09,8,-0.009981,1.2194,0.00253,0.06296
19999,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-06-13T16:00:00Z,1655136000,24204.55,7.0998,2,1655128800,22600.0,3,7.0998,7.0998,14772.72,-0.246201,1.5196,1.0,,0.4798,0.086666,1.0,,30.68,11.19,30.68,19.49,0.459007,-4.6416,-11.132,-0.007772,1,0,0.5654,0.1751,0.2595,33.33,66.67,2,0.019958,0.0312,,
20000,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-06-14T02:00:00Z,1655172000,20846.0,13.8757,10,1655136000,24204.55,11,13.8757,16.1112,9412.07,0.138955,0.4791,1.507,0.608182,0.4882,-0.010849,0.9672,0.009226,26.34,14.38,30.68,16.31,0.000328,-7.0352,-15.5535,-0.008002,1,0,0.4795,0.2227,0.2978,72.73,27.27,1,-0.011476,1.9132,-0.011949,0.150432
20001,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-06-14T05:00:00Z,1655182800,23362.88,12.0737,3,1655172000,20846.0,4,12.0737,12.0737,13943.13,-0.073122,1.1557,1.0,,0.5018,0.029,1.0,,43.01,26.34,43.01,16.68,0.142589,-0.5358,-9.698,-0.004517,1,0,0.5191,0.1457,0.3352,25.0,75.0,1,0.01559,1.8091,0.007885,-0.088712
20002,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-06-15T09:00:00Z,1655283600,20111.62,13.9163,28,1655182800,23362.88,29,13.9163,16.1661,6704.53,0.006186,1.0115,1.6267,0.200137,0.4948,-0.001798,0.9905,-0.005565,29.03,29.03,46.81,17.78,-0.074249,-6.7575,-9.5776,-0.003635,1,0,0.4751,0.2743,0.2506,58.62,41.38,3,-0.003255,1.2906,-0.004573,0.009441
20003,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-06-15T13:00:00Z,1655298000,21798.95,8.3898,4,1655283600,20111.62,5,8.3898,8.3898,10182.32,-0.10948,1.3797,1.0,,0.4961,0.011911,1.0,,49.22,29.03,49.22,20.19,0.123361,0.622,-2.669,-0.003214,0,0,0.3803,0.1968,0.4229,20.0,80.0,4,0.015613,1.0066,-0.007423,-0.125093
20004,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-06-15T18:00:00Z,1655316000,20250.0,7.1056,5,1655298000,21798.95,6,7.1056,7.6491,9900.77,0.298005,0.4263,1.0421,1.044476,0.4889,-0.003773,0.9889,0.078823,50.54,40.44,50.54,10.1,0.01858,1.3622,-1.7788,-0.001544,0,0,0.4931,0.1997,0.3072,33.33,66.67,2,-0.001474,2.0831,0.022665,0.299479
20005,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-06-16T01:00:00Z,1655341200,22995.73,13.5592,7,1655316000,20250.0,8,13.5592,13.5592,7896.43,-0.255441,2.0859,0.6164,0.519269,0.505,-0.001825,1.0089,-0.036406,57.56,50.54,62.47,11.94,0.00199,4.3496,2.5484,0.002636,0,1,0.3378,0.1831,0.4791,12.5,87.5,1,0.007528,1.0592,-0.010501,-0.262969
20006,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-06-16T23:00:00Z,1655420400,20232.0,12.0184,22,1655341200,22995.73,23,12.0184,13.6602,4135.75,0.007575,0.9226,0.9447,-0.085919,0.4815,-0.000341,0.9858,-0.00316,31.1,29.97,58.53,28.55,-0.053717,-3.6392,-4.6977,-0.004417,1,0,0.3584,0.2847,0.3569,73.91,26.09,1,-0.004009,0.6973,0.003173,0.011585
20007,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-06-17T08:00:00Z,1655452800,21365.43,5.6022,9,1655420400,20232.0,10,5.6022,5.6022,4284.12,-0.032172,1.1865,0.9147,0.277489,0.4911,0.002528,1.0191,0.006328,51.76,30.55,52.43,21.88,0.059138,1.3034,-0.8133,-0.000468,0,0,0.4154,0.2013,0.3833,40.0,60.0,1,0.00354,1.1415,0.005621,-0.035712
20008,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-06-18T20:00:00Z,1655582400,17622.0,17.521,36,1655452800,21365.43,37,17.521,21.2429,5980.88,0.04234,0.3932,2.2037,0.077217,0.503,-0.000469,0.9177,-0.012399,16.54,16.54,52.79,36.25,-0.119261,-7.6627,-11.4884,-0.005963,1,0,0.4529,0.2529,0.2942,67.57,32.43,7,-0.004018,1.0505,-0.00503,0.046358
20009,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-06-18T22:00:00Z,1655589600,19493.23,10.6187,2,1655582400,17622.0,3,10.6187,10.6187,15814.69,-0.411138,1.9348,1.0,,0.5146,0.098127,1.0,,48.13,16.54,48.13,31.59,0.47119,0.3035,-4.2705,-0.004115,0,0,0.5684,0.1541,0.2774,33.33,66.67,2,0.037232,0.1828,,
20010,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-06-19T05:00:00Z,1655614800,17960.41,7.8633,7,1655589600,19493.23,8,7.8633,8.5344,5403.56,-0.095221,1.4503,0.8537,0.280948,0.4808,-0.008955,0.9968,0.014707,36.03,36.03,48.13,12.11,-0.006414,-3.0859,-8.29,-0.00228,1,0,0.459,0.215,0.326,62.5,37.5,1,-0.007571,1.1487,0.00811,-0.08765
20011,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-06-19T11:00:00Z,1655636400,20150.0,12.1912,6,1655614800,17960.41,7,12.1912,12.1912,6870.79,0.136804,0.5512,1.0963,0.404066,0.522,0.016263,1.0293,-0.157249,59.56,36.03,63.07,27.04,0.107672,5.6238,0.813,0.00065,0,1,0.5058,0.1451,0.3491,28.57,71.43,1,0.016482,1.805,0.015555,0.120323
20012,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-06-19T13:00:00Z,1655643600,19130.84,5.0579,2,1655636400,20150.0,3,5.0579,5.3273,5626.07,-0.167688,0.9998,1.0,,0.5022,-0.037922,1.0,,52.05,52.05,59.56,7.52,-0.067943,2.6219,-1.4211,0.001384,0,0,0.4144,0.1388,0.4468,100.0,0.0,3,-0.013052,0.4747,,
20013,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-06-19T22:00:00Z,1655676000,20815.95,8.8083,9,1655643600,19130.84,10,8.8083,8.8083,4798.61,0.04277,0.6748,1.1942,0.006721,0.5154,-0.000141,1.012,-0.036291,64.31,52.05,65.34,13.29,0.006796,6.7626,6.8995,0.004608,0,1,0.5892,0.2202,0.1906,50.0,50.0,1,0.008121,1.7998,0.002727,0.034649
20014,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-06-20T01:00:00Z,1655686800,19637.03,5.6635,3,1655676000,20815.95,4,5.6635,6.0036,5231.34,0.142935,0.5998,1.0,,0.4904,-0.027851,1.0,,51.5,51.5,64.31,12.81,-0.078736,0.6959,2.3626,0.004613,0,1,0.579,0.2524,0.1686,75.0,25.0,3,-0.015841,0.7869,-0.007417,0.158776
20015,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-06-20T15:00:00Z,1655737200,21090.0,7.3991,14,1655686800,19637.03,15,7.3991,7.3991,4908.5,0.020753,0.6322,1.0085,0.052415,0.4995,-0.003298,0.9562,-0.014772,61.4,51.5,64.56,13.07,0.001382,2.0976,6.6817,0.002088,0,1,0.358,0.3286,0.3135,46.67,53.33,1,0.003902,0.925,-0.001652,0.016851
20016,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-06-20T18:00:00Z,1655748000,19832.95,5.9604,3,1655737200,21090.0,4,5.9604,6.3382,4647.02,-0.091196,1.1294,1.0,,0.4821,-0.017982,1.0,,47.58,46.4,61.4,15.0,-0.089417,-1.3736,2.3382,-0.001153,0,0,0.4461,0.2875,0.2664,75.0,25.0,1,-0.013008,1.2188,0.029899,-0.078188
20017,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-06-21T14:00:00Z,1655820000,21723.0,9.5298,20,1655748000,19832.95,21,9.5298,9.5298,4542.6,0.0397,0.6085,1.2868,0.038202,0.5046,-0.000934,0.9862,-0.006101,65.18,47.58,67.05,19.48,0.018842,3.455,5.4788,0.002595,0,1,0.4107,0.3314,0.2579,33.33,66.67,1,0.003257,0.9461,0.000153,0.036443
20018,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-06-22T20:00:00Z,1655928000,19770.51,8.9881,30,1655820000,21723.0,31,8.9881,9.8758,3875.86,0.010886,0.7945,1.0899,0.049124,0.4873,0.000469,0.9929,0.000909,36.98,34.77,65.18,30.41,-0.046448,-2.1824,-3.8622,-0.001638,1,0,0.4102,0.2916,0.2982,70.97,29.03,4,-0.001919,0.8707,0.003646,0.012805
20019,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-06-26T12:00:00Z,1656244800,21888.0,10.7103,88,1655928000,19770.51,89,10.7103,10.7103,2803.72,-0.007078,1.5201,1.0591,-0.010781,0.4981,-0.000232,1.0089,0.000886,53.36,36.98,66.17,29.19,0.009586,0.2556,0.7897,0.001033,0,1,0.4447,0.2398,0.3155,51.69,48.31,1,0.000694,0.6638,-0.000866,-0.007772
20020,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-06-30T20:00:00Z,1656619200,18626.0,14.9031,104,1656244800,21888.0,105,14.9031,17.5132,3034.09,0.004015,0.8103,1.0695,0.008917,0.4904,-0.000122,1.0393,0.000483,24.79,18.9,59.8,40.9,-0.068855,-3.0528,-5.4723,-0.003146,1,0,0.4094,0.3116,0.279,55.24,44.76,5,-0.00107,0.6109,-0.00089,0.005086
20021,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-07-01T00:00:00Z,1656633600,20918.35,12.3073,4,1656619200,18626.0,5,12.3073,12.3073,6972.85,0.405752,0.3824,1.0,,0.51,0.011085,1.0,,67.94,24.79,67.94,43.16,0.279945,5.5247,2.6244,-0.001527,0,1,0.4447,0.2043,0.3511,20.0,80.0,4,0.021719,2.1179,0.032128,0.384033
20022,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-07-03T04:00:00Z,1656820800,18781.0,10.2176,52,1656633600,20918.35,53,10.2176,11.3804,3195.21,-0.031045,2.3758,0.7086,0.045428,0.5071,0.000233,0.9843,-0.001145,49.08,40.78,69.53,28.75,0.017609,-0.0188,-0.2181,0.000194,1,0,0.3836,0.28,0.3363,56.6,43.4,1,-0.00051,0.6369,0.001732,-0.030535
20023,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-07-05T00:00:00Z,1656979200,20478.4,9.0379,44,1656820800,18781.0,45,9.0379,9.0379,2810.07,0.014117,0.7088,1.2928,0.062352,0.5048,0.001329,1.0795,0.004378,75.07,36.91,75.07,38.16,0.049084,3.5983,5.2178,0.002728,0,1,0.4315,0.2575,0.311,42.22,57.78,4,0.001209,0.6037,0.002228,0.012908
20024,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-07-05T13:00:00Z,1657026000,19304.4,5.7329,13,1656979200,20478.4,14,5.7329,6.0815,3466.75,0.051594,0.641,1.2428,0.138543,0.4964,-0.009478,0.9896,0.03772,36.67,35.5,75.07,39.57,-0.066009,-2.9736,-0.9871,-0.000668,1,0,0.5548,0.225,0.2202,64.29,35.71,1,-0.004049,0.6159,-0.006882,0.055643
20025,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-07-08T01:00:00Z,1657242000,22527.37,16.6955,60,1657026000,19304.4,61,16.6955,16.6955,3787.97,-0.000653,1.1265,0.9981,0.049179,0.5016,-0.000202,1.0345,0.001742,78.01,36.67,78.77,42.1,0.017138,5.1079,7.5966,0.003214,0,1,0.4089,0.3065,0.2846,39.34,60.66,2,0.001362,0.7512,0.001612,-0.002015
20026,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-07-13T12:00:00Z,1657713600,18910.94,16.0535,131,1657242000,22527.37,132,16.0535,19.1235,8635.84,-0.008494,1.8512,1.2419,0.017542,0.4935,-0.000271,0.9931,-0.000261,33.11,22.71,78.01,55.3,-0.092782,-1.9877,-3.5361,-0.000496,1,0,0.405,0.2979,0.297,54.55,45.45,1,-0.001016,0.635,-0.000617,-0.007478
20027,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-07-18T15:00:00Z,1658156400,22777.63,20.4468,123,1657713600,18910.94,124,20.4468,20.4468,6991.61,-0.002601,1.2034,1.61,0.033024,0.503,0.000189,1.0215,0.000407,74.61,33.11,75.53,42.42,0.009798,4.5081,5.8615,0.003002,0,1,0.4285,0.2797,0.2918,48.39,51.61,2,0.000818,0.7749,-0.000184,-0.003418
20028,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-07-18T19:00:00Z,1658170800,21388.0,6.1009,4,1658156400,22777.63,5,6.1009,6.4972,11236.0,-0.033648,1.2464,1.0,,0.5052,-0.005595,1.0,,46.4,46.4,74.61,28.21,-0.114838,-1.2271,0.6353,0.00212,0,0,0.5979,0.1993,0.2028,80.0,20.0,4,-0.011275,0.6873,0.015143,-0.022373
20029,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-07-19T00:00:00Z,1658188800,22961.72,7.358,5,1658170800,21388.0,6,7.358,7.358,11728.56,0.214266,0.5191,0.9893,1.03156,0.5116,0.007058,1.0021,-0.005085,60.07,43.96,62.07,18.1,0.087562,1.1731,3.6829,0.001883,0,1,0.4601,0.2426,0.2973,50.0,50.0,1,0.008603,1.251,0.011502,0.205663
20030,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-07-19T06:00:00Z,1658210400,21579.54,6.0195,6,1658188800,22961.72,7,6.0195,6.405,11852.08,-0.155607,1.7112,0.758,0.628432,0.5052,-0.000585,0.9956,0.031101,47.44,47.44,60.07,12.63,-0.023999,-1.1807,0.5634,-0.000791,0,0,0.3197,0.3432,0.337,71.43,28.57,1,-0.003369,0.6742,0.004138,-0.152238
20031,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-07-20T15:00:00Z,1658329200,24276.74,12.4989,33,1658210400,21579.54,34,12.4989,12.4989,10286.37,-0.001326,1.1408,1.1662,0.027729,0.5046,0.000352,1.0086,0.002364,70.16,47.44,76.05,28.62,0.02752,2.582,6.1627,0.001274,0,1,0.3896,0.3014,0.309,41.18,58.82,1,0.002737,0.8183,-0.00382,-0.004063
20032,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-07-21T14:00:00Z,1658412000,22341.46,7.9717,23,1658329200,24276.74,24,7.9717,8.6623,8911.61,-0.014108,1.2371,1.1294,0.112184,0.5009,0.001202,1.0085,-0.001365,39.1,37.57,70.16,32.6,-0.013263,-1.9175,-3.0856,-0.002299,1,0,0.4721,0.2676,0.2603,62.5,37.5,2,-0.002314,0.9498,0.002896,-0.011794
20033,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-07-22T13:00:00Z,1658494800,23756.49,6.3337,23,1658412000,22341.46,24,6.3337,6.3337,7210.66,-0.001685,1.0221,1.2496,0.165241,0.4974,-0.000168,1.0114,0.00727,57.79,39.1,63.42,24.33,-0.002058,1.0745,1.1428,0.001629,0,1,0.48,0.2206,0.2994,45.83,54.17,2,0.001298,0.644,0.000607,-0.002983
20034,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-07-26T15:00:00Z,1658847600,20706.5,12.8386,98,1658494800,23756.49,99,12.8386,14.7296,6331.78,0.003075,0.8023,1.3876,0.022719,0.4963,-0.000278,0.9868,-0.000832,23.16,23.16,62.6,39.43,-0.069653,-2.1137,-4.8689,-0.00223,1,0,0.3963,0.311,0.2928,54.55,45.45,1,-0.000862,0.6022,-0.001262,0.003938
20035,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-07-30T13:00:00Z,1659186000,24668.0,19.1317,94,1658847600,20706.5,95,19.1317,19.1317,8389.87,-0.000866,1.026,1.0161,-0.025856,0.5019,0.00025,1.021,0.000463,69.97,23.16,85.98,62.81,0.080447,2.375,2.709,0.000504,0,1,0.4011,0.3335,0.2654,45.26,54.74,3,0.00168,0.7651,-0.002593,-0.002547
20036,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-08-04T18:00:00Z,1659636000,22400.0,9.1941,125,1659186000,24668.0,126,9.1941,10.125,6236.05,0.001428,0.9122,1.4253,0.001455,0.4951,-7.2e-05,0.9754,0.000184,33.23,29.31,69.97,40.66,-0.083707,-1.6293,-2.2345,-0.001296,1,0,0.4126,0.3018,0.2856,50.79,49.21,1,-0.000389,0.5482,0.00091,0.001817
20037,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-08-08T12:00:00Z,1659960000,24245.0,8.2366,90,1659636000,22400.0,91,8.2366,8.2366,5206.94,-0.003062,1.2216,1.7046,0.039253,0.5022,0.000208,1.023,0.000636,76.84,30.95,82.7,51.75,-0.014812,2.5197,3.7218,0.002174,0,1,0.4302,0.2617,0.308,41.76,58.24,1,0.000322,0.43,0.000296,-0.003384
20038,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-08-10T00:00:00Z,1660089600,22664.69,6.5181,36,1659960000,24245.0,37,6.5181,6.9726,6534.58,-0.004454,0.8876,0.8435,0.045199,0.4949,-0.000157,0.9974,0.001231,22.8,22.8,77.62,54.82,-0.066091,-2.1842,-3.4594,-0.001554,1,0,0.3324,0.3848,0.2828,67.57,32.43,3,-0.001495,0.4335,-0.001007,-0.002958
20039,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-08-11T12:00:00Z,1660219200,24918.54,9.9443,36,1660089600,22664.69,37,9.9443,9.9443,9406.61,0.012906,0.8806,1.1295,-0.033623,0.5019,0.000137,0.9934,-0.000851,72.87,22.8,75.42,52.61,0.019636,2.5669,5.263,0.001192,0,1,0.4429,0.2787,0.2785,40.54,59.46,3,0.002358,0.7869,-0.001184,0.010548
20040,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-08-12T11:00:00Z,1660302000,23583.0,5.3596,23,1660219200,24918.54,24,5.3596,5.6631,8995.79,-0.043739,1.5786,0.8686,0.142588,0.4961,-0.000977,0.9848,-0.002308,34.27,34.27,72.87,38.6,-0.060766,-1.42,-1.7609,-0.001642,1,0,0.3566,0.3599,0.2835,58.33,41.67,2,-0.001512,0.43,0.002356,-0.042226
20041,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-08-15T03:00:00Z,1660532400,25211.32,6.9046,64,1660302000,23583.0,65,6.9046,6.9046,6961.84,-0.000647,1.0791,1.5212,0.035027,0.501,-0.000274,1.0072,0.000537,65.15,34.27,75.03,40.76,0.112524,1.5415,1.3803,0.000112,0,1,0.4193,0.3115,0.2693,40.0,60.0,1,0.00028,0.4032,-0.001077,-0.000927
20042,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-08-20T21:00:00Z,1661029200,20761.9,17.6485,138,1660532400,25211.32,139,17.6485,21.4307,8630.48,-0.000181,1.0238,1.1671,0.009058,0.4987,-2.9e-05,0.9994,-9.5e-05,43.44,11.11,67.17,56.06,-0.019506,-0.3248,-2.3985,0.000108,1,0,0.4154,0.2935,0.2911,53.96,46.04,1,-0.001164,0.6175,-0.001561,0.000983
20043,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-08-24T16:00:00Z,1661356800,21900.0,5.4817,91,1661029200,20761.9,92,5.4817,5.4817,8060.32,0.002005,1.0022,1.2434,-0.014064,0.5026,-0.000107,0.9991,0.000568,65.65,33.21,65.65,32.43,0.04597,1.4408,1.6888,0.000138,0,1,0.3911,0.2711,0.3378,46.74,53.26,3,6.8e-05,0.4359,0.000241,0.001937
20044,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-08-28T23:00:00Z,1661727600,19520.0,10.8676,103,1661356800,21900.0,104,10.8676,12.1926,7676.97,-0.002069,1.358,0.9883,-0.025189,0.498,0.000134,0.9968,-1.8e-05,22.95,22.95,65.65,42.7,-0.122417,-2.0756,-2.5151,-0.000337,1,0,0.4059,0.2731,0.321,59.62,40.38,3,-0.001096,0.5398,7.6e-05,-0.000973
20045,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-08-30T07:00:00Z,1661842800,20576.25,5.4111,32,1661727600,19520.0,33,5.4111,5.4111,8960.75,-0.004269,1.1675,1.0229,-0.023028,0.4993,0.000227,1.0101,-0.001849,64.5,22.95,68.86,45.91,0.006006,0.9732,2.0048,0.001485,0,1,0.4497,0.2621,0.2881,39.39,60.61,1,0.001239,0.379,-0.00074,-0.005508
20046,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-09-07T02:00:00Z,1662516000,18510.77,10.0382,187,1661842800,20576.25,188,10.0382,11.1583,10006.68,0.000138,1.1328,1.2046,0.016168,0.4974,-7.6e-05,0.9252,-0.000103,22.59,19.93,68.85,48.92,-0.026547,-3.94,-5.183,-0.002633,1,0,0.3936,0.3097,0.2967,50.53,49.47,2,-0.000189,0.525,-0.00019,0.000326
20047,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-09-13T12:00:00Z,1663070400,22799.0,23.1661,154,1662516000,18510.77,155,23.1661,23.1661,13956.0,0.002151,0.9433,1.5671,-0.000554,0.5024,0.000125,1.0342,0.000107,30.01,22.59,85.58,62.99,-0.072017,-4.0229,-2.8936,4.6e-05,1,0,0.4257,0.2705,0.3037,42.58,57.42,2,0.001266,0.7108,-0.001349,0.000884
20048,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-09-19T06:00:00Z,1663567200,18232.56,20.0291,138,1663070400,22799.0,139,20.0291,25.0455,12563.91,-0.004626,1.388,1.4055,0.012895,0.4962,-0.000147,0.9537,-0.000415,15.84,14.94,67.2,52.26,-0.017147,-4.8871,-6.4768,-0.003393,1,0,0.3978,0.3317,0.2705,55.4,44.6,1,-0.000344,0.6079,0.00038,-0.004282
20049,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-09-21T18:00:00Z,1663783200,19956.0,9.4525,60,1663567200,18232.56,61,9.4525,9.4525,14731.97,0.000416,0.941,1.799,0.037001,0.4982,-0.000152,1.0067,0.000885,64.01,15.14,74.03,58.88,0.048749,2.7199,2.3287,0.001447,0,1,0.4345,0.3038,0.2617,49.18,50.82,1,0.000167,0.8024,-0.000845,0.000249
20050,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-09-21T22:00:00Z,1663797600,18125.98,9.1703,4,1663783200,19956.0,5,9.1703,10.0961,30661.09,-0.328683,2.524,1.0,,0.4839,-0.010065,1.0,,36.49,35.87,64.01,28.14,-0.143446,-3.0714,-3.42,-0.000544,1,0,0.4434,0.4592,0.0974,80.0,20.0,1,-0.014962,1.3885,0.02113,-0.313722
20051,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-09-22T23:00:00Z,1663887600,19550.17,7.8572,25,1663797600,18125.98,26,7.8572,7.8572,15881.65,-1.7e-05,0.9025,0.8779,-0.036047,0.5016,0.000186,0.9986,-0.001504,61.35,34.77,61.35,26.57,0.00934,1.672,2.0478,0.001864,0,1,0.3904,0.2848,0.3248,42.31,57.69,2,0.001823,0.6309,-0.002112,-0.001839
20052,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-09-23T14:00:00Z,1663941600,18531.42,5.211,15,1663887600,19550.17,16,5.211,5.4974,14688.09,0.049864,0.6344,1.3254,0.114134,0.5008,0.001183,1.0087,0.003092,33.9,32.15,61.35,29.19,-0.054669,-2.5857,-1.9875,-0.000782,1,0,0.4109,0.2489,0.3402,56.25,43.75,1,-0.002622,0.4716,-0.004194,0.052486
20053,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-09-27T12:00:00Z,1664280000,20385.86,10.007,94,1663941600,18531.42,95,10.007,10.007,14279.0,0.00719,0.6317,1.4937,0.044275,0.502,-4.7e-05,1.0167,0.001467,77.79,33.03,79.26,46.23,0.00799,2.6253,5.1753,0.002789,0,1,0.3924,0.2994,0.3083,47.37,52.63,4,0.000444,0.5513,0.001472,0.006745
20054,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-09-28T02:00:00Z,1664330400,18471.28,9.3917,14,1664280000,20385.86,15,9.3917,10.3652,26113.48,-0.036229,1.5922,0.8082,-0.031619,0.4911,-0.002389,1.0011,0.00228,27.69,27.69,77.79,50.09,-0.057195,-4.6291,-3.7818,-0.002958,1,0,0.3916,0.3457,0.2627,66.67,33.33,2,-0.005076,1.1664,0.010656,-0.031153
20055,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-09-30T15:00:00Z,1664550000,20185.0,9.2778,61,1664330400,18471.28,62,9.2778,9.2778,19323.71,-0.002267,1.07,1.6539,0.028964,0.4999,-4.8e-05,0.9907,-0.000889,57.94,27.69,66.88,39.19,0.07359,1.2403,1.5545,0.000801,0,1,0.4448,0.2736,0.2816,45.16,54.84,1,0.000543,0.6997,-0.001024,-0.002811
20056,zigzag,"{""min_move_pct"": 5.0}",BOTTOM,2022-10-02T23:00:00Z,1664751600,18920.35,6.2653,56,1664550000,20185.0,57,6.2653,6.6841,9518.2,-0.012599,1.3838,1.3747,0.091052,0.4977,0.000536,0.9979,-0.002292,34.23,28.28,57.94,29.67,-0.090462,-0.7898,-1.165,-0.000359,1,0,0.2962,0.4009,0.3029,63.16,36.84,4,-0.000354,0.2458,0.000372,-0.012245
20057,zigzag,"{""min_move_pct"": 5.0}",TOP,2022-10-04T20:00:00Z,1664913600,20475.0,8.2168,45,1664751600,18920.35,46,8.2168,8.2168,13496.73,0.005278,0.9365,1.228,0.040422,0.5026,0.000403,1.0105,-0.000469,76.04,34.23,76.04,41.81,0.042214,2.05,3.9572,0.001528,0,1,0.4314,0.2822,0.2864,39.13,60.87,4,0.001336,0.4158,0.000564,0.003943
