bot_combo,top_combo,umbral_bot,umbral_top,cooldown,pnl_pct,portfolio,n_buy,n_sell,n_trades,n_ign,win_rate,alpha_vs_bh,alpha_vs_orig
close_position+recovery_pct,close_position,0.85,0.6,96,8.65,1086.46,83,83,166,269,71.1,84.43,78.49
bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.7,0.6,96,8.65,1086.45,89,89,178,107,66.3,84.43,78.49
close_position+bb_position+recovery_pct,drawdown_pct,0.7,0.7,96,8.6,1086.0,89,89,178,68,59.6,84.38,78.44
close_position+bb_position+recovery_pct,close_position+bb_position,0.75,0.6,96,8.6,1085.97,89,89,178,95,66.3,84.38,78.44
close_position,close_position+drawdown_pct,0.7,0.65,96,8.56,1085.62,89,89,178,84,61.8,84.34,78.4
close_position+bb_position+recovery_pct,close_position,0.85,0.6,96,8.55,1085.47,85,85,170,193,68.2,84.33,78.39
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.7,0.6,96,8.55,1085.53,89,89,178,119,65.2,84.33,78.39
close_position+recovery_pct,close_position+bb_position,0.7,0.6,96,8.54,1085.4,89,89,178,109,62.9,84.32,78.38
bb_position+recovery_pct,drawdown_pct+bb_position,0.65,0.7,96,8.54,1085.43,89,89,178,61,62.9,84.32,78.38
close_position+bb_position+recovery_pct,drawdown_pct,0.7,0.65,96,8.5,1084.97,89,89,178,94,64.0,84.28,78.34
bb_position,drawdown_pct,0.7,0.6,96,8.47,1084.7,89,89,178,98,68.5,84.25,78.31
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.65,0.65,96,8.44,1084.35,89,89,178,59,56.2,84.22,78.28
bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.7,0.65,96,8.43,1084.33,89,89,178,57,60.7,84.21,78.27
bb_position,close_position+drawdown_pct,0.75,0.65,96,8.41,1084.12,89,89,178,62,64.0,84.19,78.25
bb_position+recovery_pct,drawdown_pct,0.8,0.65,96,8.41,1084.08,89,89,178,61,68.5,84.19,78.25
close_position+bb_position,close_position+drawdown_pct+bb_position,0.7,0.65,96,8.39,1083.89,89,89,178,61,61.8,84.17,78.23
close_position+recovery_pct,drawdown_pct+bb_position,0.85,0.75,96,8.38,1083.78,83,83,166,102,62.7,84.16,78.22
bb_position+recovery_pct,drawdown_pct+bb_position,0.7,0.65,96,8.37,1083.68,89,89,178,75,67.4,84.15,78.21
bb_position,drawdown_pct+bb_position,0.75,0.7,96,8.33,1083.27,89,89,178,61,65.2,84.11,78.17
close_position+recovery_pct,close_position,0.85,0.65,96,8.32,1083.17,83,83,166,189,63.9,84.1,78.16
bb_position+recovery_pct,close_position,0.7,0.6,96,8.24,1082.42,89,89,178,84,62.9,84.02,78.08
close_position+bb_position+recovery_pct,bb_position,0.75,0.6,96,8.24,1082.43,89,89,178,105,67.4,84.02,78.08
bb_position+recovery_pct,close_position+drawdown_pct,0.7,0.6,96,8.23,1082.35,89,89,178,93,62.9,84.01,78.07
close_position+bb_position+recovery_pct,close_position+bb_position,0.7,0.6,96,8.21,1082.1,89,89,178,118,62.9,83.99,78.05
bb_position+recovery_pct,bb_position,0.75,0.7,96,8.19,1081.93,89,89,178,34,57.3,83.97,78.03
bb_position,drawdown_pct,0.7,0.7,96,8.17,1081.66,89,89,178,68,65.2,83.95,78.01
bb_position,close_position+bb_position,0.7,0.65,96,8.16,1081.59,89,89,178,80,61.8,83.94,78.0
close_position+bb_position+recovery_pct,bb_position,0.8,0.7,96,8.16,1081.64,89,89,178,34,57.3,83.94,78.0
close_position+recovery_pct,drawdown_pct,0.65,0.6,96,8.15,1081.46,89,89,178,115,61.8,83.93,77.99
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.65,0.6,96,8.15,1081.54,89,89,178,110,61.8,83.93,77.99
close_position,close_position+drawdown_pct+bb_position,0.7,0.65,96,8.14,1081.44,89,89,178,62,60.7,83.92,77.98
close_position,drawdown_pct+bb_position,0.7,0.65,96,8.13,1081.32,89,89,178,86,66.3,83.91,77.97
close_position+recovery_pct,drawdown_pct,0.85,0.65,96,8.09,1080.91,83,83,166,221,65.1,83.87,77.93
close_position+bb_position+recovery_pct,bb_position,0.85,0.8,96,8.06,1080.64,85,85,170,52,58.8,83.84,77.9
bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.65,0.65,96,8.04,1080.37,89,89,178,59,62.9,83.82,77.88
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.7,0.6,96,8.04,1080.44,89,89,178,115,62.9,83.82,77.88
close_position+bb_position,bb_position,0.9,0.85,96,8.03,1080.28,79,79,158,68,60.8,83.81,77.87
bb_position+recovery_pct,drawdown_pct,0.8,0.6,96,8.03,1080.28,89,89,178,73,68.5,83.81,77.87
bb_position+recovery_pct,close_position+drawdown_pct,0.65,0.65,96,8.03,1080.29,89,89,178,71,61.8,83.81,77.87
close_position+bb_position+recovery_pct,drawdown_pct,0.7,0.6,96,8.03,1080.26,89,89,178,121,64.0,83.81,77.87
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.85,0.7,96,8.02,1080.21,83,83,166,149,63.9,83.8,77.86
close_position+bb_position+recovery_pct,close_position+bb_position,0.85,0.6,96,8.01,1080.05,85,85,170,203,65.9,83.79,77.85
close_position+bb_position,drawdown_pct,0.7,0.6,96,7.99,1079.93,89,89,178,120,64.0,83.77,77.83
close_position+recovery_pct,drawdown_pct+bb_position,0.85,0.8,96,7.97,1079.7,83,83,166,68,62.7,83.75,77.81
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.85,0.85,96,7.96,1079.59,83,83,166,22,69.9,83.74,77.8
bb_position+recovery_pct,drawdown_pct,0.7,0.7,96,7.96,1079.56,89,89,178,55,59.6,83.74,77.8
close_position+recovery_pct,drawdown_pct,0.85,0.75,96,7.95,1079.45,83,83,166,139,62.7,83.73,77.79
close_position+recovery_pct,close_position+drawdown_pct,0.85,0.65,96,7.9,1078.99,83,83,166,199,65.1,83.68,77.74
recovery_pct,close_position+bb_position,0.75,0.6,96,7.87,1078.69,87,87,174,159,66.7,83.65,77.71
bb_position,close_position+drawdown_pct+bb_position,0.75,0.65,96,7.82,1078.24,89,89,178,61,65.2,83.6,77.66
close_position+bb_position+recovery_pct,close_position+bb_position,0.75,0.7,96,7.81,1078.09,89,89,178,26,61.8,83.59,77.65
close_position+bb_position,drawdown_pct+bb_position,0.7,0.65,96,7.79,1077.86,89,89,178,77,65.2,83.57,77.63
close_position+bb_position,close_position,0.7,0.6,96,7.73,1077.26,89,89,178,93,60.7,83.51,77.57
close_position+recovery_pct,drawdown_pct,0.85,0.7,96,7.71,1077.15,83,83,166,169,63.9,83.49,77.55
close_position+bb_position+recovery_pct,drawdown_pct+bb_position,0.7,0.7,96,7.69,1076.91,89,89,178,59,59.6,83.47,77.53
bb_position,close_position,0.75,0.6,96,7.66,1076.64,89,89,178,71,65.2,83.44,77.5
close_position+bb_position,drawdown_pct,0.7,0.7,96,7.65,1076.48,89,89,178,67,61.8,83.43,77.49
bb_position+recovery_pct,drawdown_pct+bb_position,0.7,0.6,96,7.64,1076.38,89,89,178,111,67.4,83.42,77.48
close_position+bb_position+recovery_pct,bb_position,0.7,0.6,96,7.6,1075.97,89,89,178,133,65.2,83.38,77.44
close_position+bb_position+recovery_pct,drawdown_pct+bb_position,0.7,0.6,96,7.56,1075.6,89,89,178,132,68.5,83.34,77.4
close_position+bb_position,drawdown_pct,0.7,0.65,96,7.55,1075.53,89,89,178,96,66.3,83.33,77.39
bb_position,close_position+drawdown_pct,0.7,0.65,96,7.53,1075.25,89,89,178,61,64.0,83.31,77.37
close_position+recovery_pct,drawdown_pct,0.7,0.7,96,7.51,1075.11,89,89,178,50,58.4,83.29,77.35
close_position+recovery_pct,close_position+drawdown_pct,0.65,0.6,96,7.49,1074.87,89,89,178,106,59.6,83.27,77.33
bb_position,drawdown_pct+bb_position,0.7,0.7,96,7.44,1074.41,89,89,178,61,65.2,83.22,77.28
close_position+recovery_pct,bb_position,0.7,0.75,96,7.44,1074.42,89,89,178,35,57.3,83.22,77.28
close_position,close_position,0.7,0.6,96,7.43,1074.32,89,89,178,104,61.8,83.21,77.27
close_position+recovery_pct,drawdown_pct,0.7,0.65,96,7.43,1074.29,89,89,178,75,62.9,83.21,77.27
close_position+recovery_pct,close_position,0.65,0.6,96,7.41,1074.05,89,89,178,97,58.4,83.19,77.25
close_position+bb_position,bb_position,0.7,0.65,96,7.4,1073.97,89,89,178,105,59.6,83.18,77.24
close_position+recovery_pct,bb_position,0.65,0.6,96,7.31,1073.07,89,89,178,123,61.8,83.09,77.15
close_position+recovery_pct,close_position+bb_position,0.85,0.6,96,7.31,1073.06,83,83,166,272,67.5,83.09,77.15
close_position,drawdown_pct,0.7,0.7,96,7.27,1072.74,89,89,178,68,60.7,83.05,77.11
close_position,close_position+drawdown_pct+bb_position,0.7,0.6,96,7.27,1072.71,89,89,178,119,66.3,83.05,77.11
bb_position+recovery_pct,close_position,0.65,0.6,96,7.26,1072.56,89,89,178,83,62.9,83.04,77.1
bb_position+recovery_pct,drawdown_pct+bb_position,0.7,0.7,96,7.25,1072.53,89,89,178,49,60.7,83.03,77.09
recovery_pct,drawdown_pct,0.6,0.65,96,7.24,1072.43,90,90,180,45,60.0,83.02,77.08
close_position+bb_position,bb_position,0.75,0.75,96,7.22,1072.2,89,89,178,34,59.6,83.0,77.06
close_position+recovery_pct,drawdown_pct,0.85,0.85,96,7.22,1072.24,83,83,166,33,63.9,83.0,77.06
close_position,drawdown_pct,0.7,0.65,96,7.17,1071.72,89,89,178,94,65.2,82.95,77.01
bb_position+recovery_pct,drawdown_pct,0.75,0.75,96,7.15,1071.49,89,88,177,29,58.0,82.93,76.99
bb_position+recovery_pct,drawdown_pct+bb_position,0.65,0.65,96,7.12,1071.16,89,89,178,73,67.4,82.9,76.96
close_position+recovery_pct,drawdown_pct+bb_position,0.65,0.6,96,7.11,1071.1,89,89,178,118,65.2,82.89,76.95
recovery_pct,close_position+bb_position,0.65,0.6,96,7.08,1070.76,89,89,178,104,61.8,82.86,76.92
close_position+bb_position+recovery_pct,bb_position,0.8,0.6,96,7.06,1070.55,89,89,178,108,68.5,82.84,76.9
bb_position+recovery_pct,close_position+bb_position,0.7,0.6,96,7.05,1070.54,89,89,178,113,65.2,82.83,76.89
close_position+bb_position,close_position+drawdown_pct+bb_position,0.7,0.6,96,7.02,1070.15,89,89,178,110,65.2,82.8,76.86
close_position+recovery_pct,drawdown_pct,0.85,0.6,96,7.01,1070.12,83,83,166,287,68.7,82.79,76.85
close_position+recovery_pct,bb_position,0.85,0.6,96,6.99,1069.9,83,83,166,312,65.1,82.77,76.83
close_position+bb_position,close_position+bb_position,0.7,0.6,96,6.98,1069.76,89,89,178,123,62.9,82.76,76.82
close_position,close_position+bb_position,0.7,0.6,96,6.94,1069.43,89,89,178,118,64.0,82.72,76.78
bb_position,close_position+drawdown_pct+bb_position,0.7,0.65,96,6.94,1069.41,89,89,178,59,65.2,82.72,76.78
close_position+recovery_pct,close_position+bb_position,0.65,0.6,96,6.92,1069.19,89,89,178,109,60.7,82.7,76.76
close_position+recovery_pct,close_position+bb_position,0.85,0.75,96,6.92,1069.24,83,83,166,106,62.7,82.7,76.76
bb_position+recovery_pct,bb_position,0.7,0.6,96,6.87,1068.73,89,89,178,125,66.3,82.65,76.71
close_position+recovery_pct,close_position+bb_position,0.85,0.7,96,6.85,1068.49,83,83,166,166,63.9,82.63,76.69
close_position+recovery_pct,close_position,0.85,0.7,96,6.82,1068.17,83,83,166,134,61.4,82.6,76.66
close_position+recovery_pct,drawdown_pct+bb_position,0.85,0.65,96,6.82,1068.15,83,83,166,212,65.1,82.6,76.66
close_position+bb_position+recovery_pct,drawdown_pct,0.85,0.7,96,6.82,1068.2,85,85,170,78,63.5,82.6,76.66
close_position+bb_position,close_position+drawdown_pct,0.7,0.6,96,6.81,1068.08,89,89,178,110,66.3,82.59,76.65
recovery_pct,bb_position,0.6,0.7,96,6.79,1067.88,90,90,180,28,55.6,82.57,76.63
bb_position,close_position,0.7,0.6,96,6.78,1067.83,89,89,178,73,65.2,82.56,76.62
close_position,close_position+drawdown_pct,0.7,0.6,96,6.77,1067.68,89,89,178,115,64.0,82.55,76.61
close_position+recovery_pct,drawdown_pct+bb_position,0.85,0.85,96,6.77,1067.69,83,83,166,34,68.7,82.55,76.61
close_position+recovery_pct,drawdown_pct,0.75,0.6,96,6.74,1067.4,87,87,174,144,60.9,82.52,76.58
close_position,drawdown_pct,0.7,0.6,96,6.71,1067.07,89,89,178,121,65.2,82.49,76.55
bb_position+recovery_pct,close_position+bb_position,0.7,0.7,96,6.68,1066.77,89,89,178,42,60.7,82.46,76.52
recovery_pct,bb_position,0.65,0.6,96,6.63,1066.3,89,89,178,119,62.9,82.41,76.47
close_position+bb_position+recovery_pct,drawdown_pct,0.8,0.75,96,6.58,1065.84,89,88,177,27,58.0,82.36,76.42
close_position+bb_position,drawdown_pct+bb_position,0.7,0.7,96,6.54,1065.36,89,89,178,58,61.8,82.32,76.38
close_position+recovery_pct,drawdown_pct+bb_position,0.7,0.7,96,6.53,1065.33,89,89,178,46,59.6,82.31,76.37
close_position+recovery_pct,close_position+drawdown_pct,0.85,0.7,96,6.52,1065.23,83,83,166,128,63.9,82.3,76.36
bb_position+recovery_pct,close_position+drawdown_pct,0.65,0.6,96,6.5,1065.0,89,89,178,103,66.3,82.28,76.34
close_position+recovery_pct,drawdown_pct+bb_position,0.85,0.7,96,6.49,1064.94,83,83,166,154,65.1,82.27,76.33
close_position+recovery_pct,close_position+bb_position,0.7,0.7,96,6.44,1064.41,89,89,178,44,53.9,82.22,76.28
bb_position+recovery_pct,bb_position,0.65,0.65,96,6.44,1064.35,89,89,178,108,64.0,82.22,76.28
close_position+recovery_pct,bb_position,0.85,0.85,96,6.43,1064.28,83,83,166,35,66.3,82.21,76.27
close_position,drawdown_pct+bb_position,0.7,0.7,96,6.42,1064.18,89,89,178,59,60.7,82.2,76.26
close_position+bb_position+recovery_pct,close_position,0.85,0.75,96,6.4,1063.97,85,85,170,28,60.0,82.18,76.24
close_position+bb_position+recovery_pct,drawdown_pct,0.85,0.65,96,6.4,1063.98,85,85,170,116,64.7,82.18,76.24
recovery_pct,drawdown_pct+bb_position,0.6,0.65,96,6.36,1063.6,90,90,180,45,62.2,82.14,76.2
close_position,bb_position,0.7,0.6,96,6.34,1063.4,89,89,178,133,65.2,82.12,76.18
bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.65,0.6,96,6.34,1063.38,89,89,178,106,67.4,82.12,76.18
close_position,drawdown_pct+bb_position,0.7,0.6,96,6.29,1062.9,89,89,178,132,69.7,82.07,76.13
close_position+bb_position,close_position+bb_position,0.75,0.7,96,6.25,1062.5,89,89,178,40,57.3,82.03,76.09
bb_position+recovery_pct,bb_position,0.9,0.85,96,6.21,1062.14,83,83,166,33,63.9,81.99,76.05
bb_position,close_position+drawdown_pct,0.75,0.6,96,6.13,1061.29,89,89,178,96,67.4,81.91,75.97
bb_position,close_position+drawdown_pct+bb_position,0.75,0.6,96,6.11,1061.05,89,89,178,107,68.5,81.89,75.95
recovery_pct,close_position+bb_position,0.7,0.6,96,6.11,1061.07,87,87,174,157,62.1,81.89,75.95
close_position+bb_position+recovery_pct,bb_position,0.75,0.7,96,6.06,1060.58,89,89,178,34,57.3,81.84,75.9
close_position+bb_position,bb_position,0.7,0.6,96,6.05,1060.51,89,89,178,137,64.0,81.83,75.89
bb_position+recovery_pct,close_position+bb_position,0.65,0.6,96,6.05,1060.46,89,89,178,123,66.3,81.83,75.89
bb_position,drawdown_pct+bb_position,0.7,0.65,96,6.03,1060.28,89,89,178,73,69.7,81.81,75.87
bb_position,drawdown_pct+bb_position,0.75,0.65,96,6.02,1060.2,89,89,178,76,67.4,81.8,75.86
bb_position,close_position+drawdown_pct,0.7,0.6,96,5.99,1059.93,89,89,178,94,68.5,81.77,75.83
close_position+recovery_pct,close_position+drawdown_pct,0.85,0.6,96,5.98,1059.79,83,83,166,271,66.3,81.76,75.82
close_position+bb_position,drawdown_pct+bb_position,0.7,0.6,96,5.95,1059.55,89,89,178,125,67.4,81.73,75.79
bb_position,bb_position,0.7,0.65,96,5.89,1058.92,89,89,178,106,66.3,81.67,75.73
close_position+recovery_pct,bb_position,0.7,0.7,96,5.86,1058.6,89,89,178,52,53.9,81.64,75.7
bb_position,close_position+drawdown_pct+bb_position,0.7,0.6,96,5.85,1058.53,89,89,178,104,69.7,81.63,75.69
close_position+recovery_pct,close_position,0.75,0.6,96,5.83,1058.34,87,87,174,151,62.1,81.61,75.67
close_position+recovery_pct,drawdown_pct,0.65,0.7,96,5.82,1058.24,89,89,178,50,56.2,81.6,75.66
close_position+recovery_pct,bb_position,0.65,0.75,96,5.78,1057.8,89,89,178,35,57.3,81.56,75.62
close_position+recovery_pct,bb_position,0.85,0.75,96,5.75,1057.47,83,83,166,125,63.9,81.53,75.59
close_position+bb_position+recovery_pct,bb_position,0.7,0.75,96,5.75,1057.49,89,89,178,35,57.3,81.53,75.59
close_position+recovery_pct,drawdown_pct,0.65,0.65,96,5.74,1057.43,89,89,178,75,60.7,81.52,75.58
close_position+recovery_pct,drawdown_pct,0.75,0.65,96,5.73,1057.32,87,87,174,115,60.9,81.51,75.57
close_position+recovery_pct,drawdown_pct+bb_position,0.85,0.6,96,5.72,1057.24,83,83,166,281,67.5,81.5,75.56
recovery_pct,drawdown_pct,0.6,0.6,96,5.65,1056.55,90,90,180,55,60.0,81.43,75.49
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.85,0.6,96,5.62,1056.19,83,83,166,275,66.3,81.4,75.46
close_position+recovery_pct,close_position,0.8,0.65,96,5.58,1055.81,87,86,173,89,55.8,81.36,75.42
bb_position,close_position+bb_position,0.7,0.6,96,5.53,1055.34,89,89,178,122,68.5,81.31,75.37
bb_position,bb_position,0.75,0.65,96,5.52,1055.2,89,89,178,105,64.0,81.3,75.36
close_position+bb_position,bb_position,0.75,0.7,96,5.48,1054.76,89,89,178,48,57.3,81.26,75.32
recovery_pct,drawdown_pct,0.75,0.7,96,5.45,1054.47,87,87,174,72,60.9,81.23,75.29
close_position+recovery_pct,drawdown_pct,0.75,0.7,96,5.41,1054.06,87,87,174,81,60.9,81.19,75.25
bb_position+recovery_pct,drawdown_pct+bb_position,0.65,0.6,96,5.39,1053.94,89,89,178,118,67.4,81.17,75.23
recovery_pct,bb_position,0.6,0.65,96,5.38,1053.75,90,90,180,43,60.0,81.16,75.22
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.85,0.65,96,5.25,1052.47,83,83,166,194,65.1,81.03,75.09
bb_position,drawdown_pct,0.8,0.65,96,5.21,1052.06,86,86,172,138,67.4,80.99,75.05
close_position+recovery_pct,bb_position,0.85,0.7,96,5.14,1051.45,83,83,166,166,63.9,80.92,74.98
recovery_pct,drawdown_pct,0.75,0.65,96,5.12,1051.19,87,87,174,104,66.7,80.9,74.96
close_position+bb_position+recovery_pct,drawdown_pct,0.85,0.6,96,5.12,1051.23,85,85,170,143,64.7,80.9,74.96
close_position+bb_position+recovery_pct,drawdown_pct,0.75,0.75,96,5.08,1050.83,89,88,177,29,58.0,80.86,74.92
bb_position,drawdown_pct,0.85,0.65,96,5.04,1050.42,85,85,170,172,67.1,80.82,74.88
close_position,close_position,0.8,0.65,96,4.98,1049.76,86,86,172,102,59.3,80.76,74.82
bb_position,close_position+bb_position,0.8,0.65,96,4.97,1049.71,86,86,172,155,72.1,80.75,74.81
close_position+bb_position+recovery_pct,bb_position,0.9,0.85,96,4.97,1049.72,81,81,162,42,58.0,80.75,74.81
bb_position,close_position+bb_position,0.75,0.6,96,4.93,1049.27,89,89,178,119,67.4,80.71,74.77
close_position+recovery_pct,drawdown_pct+bb_position,0.65,0.7,96,4.93,1049.3,89,89,178,46,56.2,80.71,74.77
bb_position,close_position,0.85,0.7,72,4.92,1049.19,111,111,222,120,59.5,80.7,74.76
bb_position,close_position,0.8,0.65,96,4.89,1048.89,86,86,172,133,70.9,80.67,74.73
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.85,0.8,96,4.89,1048.94,83,83,166,53,62.7,80.67,74.73
bb_position,drawdown_pct,0.8,0.7,96,4.87,1048.69,86,86,172,119,67.4,80.65,74.71
bb_position,drawdown_pct+bb_position,0.7,0.6,96,4.84,1048.45,89,89,178,115,69.7,80.62,74.68
bb_position,drawdown_pct+bb_position,0.85,0.75,96,4.82,1048.18,85,85,170,88,65.9,80.6,74.66
bb_position+recovery_pct,bb_position,0.65,0.6,96,4.82,1048.24,89,89,178,139,66.3,80.6,74.66
close_position+recovery_pct,bb_position,0.85,0.65,96,4.81,1048.1,83,83,166,253,63.9,80.59,74.65
close_position+recovery_pct,close_position+bb_position,0.65,0.7,96,4.8,1047.95,89,89,178,44,52.8,80.58,74.64
close_position+bb_position+recovery_pct,close_position+bb_position,0.85,0.65,96,4.8,1047.95,85,85,170,142,62.4,80.58,74.64
close_position+bb_position+recovery_pct,close_position+bb_position,0.7,0.7,96,4.79,1047.91,89,89,178,44,55.1,80.57,74.63
close_position+bb_position+recovery_pct,drawdown_pct+bb_position,0.6,0.65,96,4.78,1047.81,90,90,180,41,61.1,80.56,74.62
close_position+bb_position+recovery_pct,close_position,0.85,0.7,96,4.76,1047.63,85,85,170,70,62.4,80.54,74.6
recovery_pct,close_position+drawdown_pct,0.6,0.6,96,4.74,1047.45,90,90,180,55,58.9,80.52,74.58
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.85,0.7,96,4.72,1047.16,85,85,170,74,61.2,80.5,74.56
bb_position,close_position+drawdown_pct+bb_position,0.8,0.7,96,4.7,1046.97,86,86,172,96,70.9,80.48,74.54
close_position+recovery_pct,close_position+drawdown_pct,0.75,0.65,96,4.64,1046.4,87,87,174,107,59.8,80.42,74.48
bb_position+recovery_pct,bb_position,0.7,0.7,96,4.62,1046.25,89,89,178,52,56.2,80.4,74.46
bb_position,drawdown_pct+bb_position,0.75,0.6,96,4.58,1045.79,89,89,178,118,67.4,80.36,74.42
recovery_pct,drawdown_pct+bb_position,0.6,0.6,96,4.48,1044.78,90,90,180,62,64.4,80.26,74.32
close_position,bb_position,0.7,0.75,96,4.47,1044.69,89,89,178,35,57.3,80.25,74.31
close_position+bb_position+recovery_pct,bb_position,0.6,0.7,96,4.41,1044.06,90,90,180,26,53.3,80.19,74.25
bb_position,close_position+drawdown_pct,0.8,0.65,96,4.39,1043.91,86,86,172,131,67.4,80.17,74.23
close_position+bb_position+recovery_pct,bb_position,0.85,0.85,96,4.38,1043.83,85,85,170,23,63.5,80.16,74.22
recovery_pct,drawdown_pct,0.75,0.6,96,4.37,1043.75,87,87,174,128,65.5,80.15,74.21
recovery_pct,close_position+drawdown_pct+bb_position,0.6,0.6,96,4.35,1043.5,90,90,180,58,61.1,80.13,74.19
bb_position,bb_position,0.7,0.6,96,4.33,1043.27,89,89,178,135,69.7,80.11,74.17
bb_position+recovery_pct,drawdown_pct+bb_position,0.6,0.65,96,4.29,1042.88,90,90,180,41,61.1,80.07,74.13
close_position+bb_position,close_position,0.9,0.65,96,4.28,1042.84,79,79,158,308,67.1,80.06,74.12
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.85,0.75,96,4.28,1042.77,85,85,170,40,57.6,80.06,74.12
close_position+recovery_pct,close_position+bb_position,0.75,0.6,96,4.24,1042.39,87,87,174,153,62.1,80.02,74.08
close_position+recovery_pct,drawdown_pct+bb_position,0.6,0.65,96,4.23,1042.27,90,90,180,40,60.0,80.01,74.07
close_position+recovery_pct,bb_position,0.65,0.7,96,4.22,1042.23,89,89,178,52,52.8,80.0,74.06
close_position+bb_position+recovery_pct,bb_position,0.7,0.7,96,4.22,1042.19,89,89,178,52,55.1,80.0,74.06
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.85,0.65,96,4.16,1041.63,85,85,170,105,63.5,79.94,74.0
